cluster	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene
4	5.04346431630795e-182	1.02366912155393	0.851	0.567	1.24381916968787e-177	CSF3R
4	3.98897638148714e-154	0.419637313071793	0.998	0.939	9.83761355202359e-150	LYZ
4	3.04527353056411e-152	0.846286034913976	0.846	0.624	7.51025358107721e-148	MNDA
4	1.04663083512578e-137	1.85637595795354	0.432	0.156	2.58120096558719e-133	LINC00937
4	2.22678878222425e-135	0.635302075950161	0.898	0.752	5.49170649472145e-131	C10orf54
4	8.54581698790182e-133	0.448218430538958	0.967	0.891	2.10756938555635e-128	TSPO
4	8.39044370374191e-132	0.38314420110281	0.999	0.944	2.06925122621683e-127	S100A6
4	1.10368103398457e-128	2.04845974338761	0.297	0.078	2.72189816601275e-124	NFE2
4	8.37106600853591e-128	1.07342977927127	0.711	0.425	2.06447229902513e-123	LGALS2
4	2.93405130939437e-127	0.734014874095314	0.861	0.676	7.23595733922839e-123	CSTA
4	5.06518594016176e-127	0.726494405556176	0.878	0.649	1.24917615656269e-122	TXNIP
4	1.59026047556726e-126	1.48543894772883	0.542	0.259	3.92190038484397e-122	MEGF9
4	8.7322800756839e-126	0.561621475614256	0.895	0.786	2.15355491226516e-121	AHNAK
4	9.38160484945406e-125	0.859767583793897	0.789	0.599	2.31369138797236e-120	MYO1F
4	3.74412248615564e-124	0.374475299194167	0.996	0.939	9.23375487535705e-120	S100A4
4	1.90406441716423e-122	0.501678869358757	0.911	0.822	4.69580366561043e-118	TYMP
4	1.74484068752251e-121	0.353420444459438	0.995	0.952	4.30312610356802e-117	CTSS
4	2.04180897630198e-121	2.11822891362409	0.304	0.088	5.03550929735594e-117	FOLR3
4	2.07574860172335e-121	0.374312202539926	0.971	0.921	5.11921120157013e-117	ITGB2
4	2.15696494641724e-115	1.15207243370179	0.647	0.403	5.31950695085421e-111	IL17RA
4	6.84519241281332e-115	0.471275191992367	0.927	0.849	1.68816135284802e-110	TKT
4	1.00117341243573e-110	0.998359270337892	0.693	0.456	2.46909386974899e-106	CLEC12A
4	1.80957482188821e-108	0.844337966958764	0.778	0.558	4.4627734257407e-104	JAML
4	5.57133311522427e-108	1.03253971170798	0.682	0.452	1.37400217287661e-103	NUP214
4	3.20233186365971e-106	0.451535122516615	0.92	0.832	7.89759084215759e-102	CORO1A
4	9.28560214455543e-105	0.370260383953978	0.969	0.913	2.29001520089026e-100	FOS
