gene_id	gene_symbol	feature_type	seurat_feature_name	detected_cells_merged_raw	formal_merged_gene_filter_pass
ENSG00000196844	PATE2	Gene Expression	PATE2	964	TRUE
ENSG00000236027	PATE3	Gene Expression	PATE3	1	FALSE
ENSG00000237353	PATE4	Gene Expression	PATE4	2	FALSE
ENSG00000260209	AP000842.3	Gene Expression	AP000842.3	1751	TRUE
ENSG00000198331	HYLS1	Gene Expression	HYLS1	10509	TRUE
ENSG00000110060	PUS3	Gene Expression	PUS3	11129	TRUE
ENSG00000255027	AP000842.2	Gene Expression	AP000842.2	3	TRUE
ENSG00000109832	DDX25	Gene Expression	DDX25	45	TRUE
ENSG00000254790	AP000842.1	Gene Expression	AP000842.1	6	TRUE
ENSG00000283703	VSIG10L2	Gene Expression	VSIG10L2	22	TRUE
ENSG00000064309	CDON	Gene Expression	CDON	1401	TRUE
ENSG00000261257	AP000821.1	Gene Expression	AP000821.1	2	FALSE
ENSG00000254833	AP001893.3	Gene Expression	AP001893.3	0	FALSE
ENSG00000165526	RPUSD4	Gene Expression	RPUSD4	16259	TRUE
ENSG00000254694	AP001893.1	Gene Expression	AP001893.1	115	TRUE
ENSG00000197798	FAM118B	Gene Expression	FAM118B	21605	TRUE
ENSG00000182934	SRPRA	Gene Expression	SRPRA	38451	TRUE
ENSG00000110074	FOXRED1	Gene Expression	FOXRED1	22258	TRUE
ENSG00000150455	TIRAP	Gene Expression	TIRAP	6384	TRUE
ENSG00000254905	AP001318.1	Gene Expression	AP001318.1	0	FALSE
ENSG00000255062	AP001318.2	Gene Expression	AP001318.2	494	TRUE
ENSG00000110063	DCPS	Gene Expression	DCPS	19192	TRUE
ENSG00000280832	GSEC	Gene Expression	GSEC	1395	TRUE
ENSG00000110080	ST3GAL4	Gene Expression	ST3GAL4	11183	TRUE
ENSG00000149571	KIRREL3	Gene Expression	KIRREL3	141	TRUE
ENSG00000257271	KIRREL3-AS1	Gene Expression	KIRREL3-AS1	0	FALSE
ENSG00000254607	AP001783.1	Gene Expression	AP001783.1	54	TRUE
ENSG00000254938	AP002833.1	Gene Expression	AP002833.1	19	TRUE
ENSG00000254960	KIRREL3-AS2	Gene Expression	KIRREL3-AS2	0	FALSE
ENSG00000255317	AP002833.2	Gene Expression	AP002833.2	1	FALSE
ENSG00000218109	KIRREL3-AS3	Gene Expression	KIRREL3-AS3	0	FALSE
ENSG00000255087	AP001993.1	Gene Expression	AP001993.1	1	FALSE
ENSG00000272642	AP003121.1	Gene Expression	AP003121.1	0	FALSE
ENSG00000273409	AP003481.1	Gene Expression	AP003481.1	58	TRUE
ENSG00000273415	AP000904.1	Gene Expression	AP000904.1	110	TRUE
ENSG00000272575	LINC02098	Gene Expression	LINC02098	0	FALSE
ENSG00000134954	ETS1	Gene Expression	ETS1	42115	TRUE
ENSG00000254588	AP003397.1	Gene Expression	AP003397.1	3	TRUE
ENSG00000151702	FLI1	Gene Expression	FLI1	18019	TRUE
ENSG00000254703	SENCR	Gene Expression	SENCR	1992	TRUE
ENSG00000151704	KCNJ1	Gene Expression	KCNJ1	63	TRUE
ENSG00000120457	KCNJ5	Gene Expression	KCNJ5	578	TRUE
ENSG00000174370	C11orf45	Gene Expression	C11orf45	623	TRUE
ENSG00000120471	TP53AIP1	Gene Expression	TP53AIP1	365	TRUE
ENSG00000134909	ARHGAP32	Gene Expression	ARHGAP32	49038	TRUE
ENSG00000043039	BARX2	Gene Expression	BARX2	10027	TRUE
ENSG00000281386	AP003500.2	Gene Expression	AP003500.2	0	FALSE
ENSG00000281097	AP003500.1	Gene Expression	AP003500.1	13	TRUE
ENSG00000151715	TMEM45B	Gene Expression	TMEM45B	54940	TRUE
ENSG00000170322	NFRKB	Gene Expression	NFRKB	15461	TRUE
ENSG00000170325	PRDM10	Gene Expression	PRDM10	8087	TRUE
ENSG00000233220	LINC00167	Gene Expression	LINC00167	375	TRUE
ENSG00000084234	APLP2	Gene Expression	APLP2	96360	TRUE
ENSG00000149418	ST14	Gene Expression	ST14	78745	TRUE
ENSG00000196323	ZBTB44	Gene Expression	ZBTB44	51057	TRUE
ENSG00000175773	AP002986.1	Gene Expression	AP002986.1	251	TRUE
ENSG00000134917	ADAMTS8	Gene Expression	ADAMTS8	851	TRUE
ENSG00000166106	ADAMTS15	Gene Expression	ADAMTS15	1938	TRUE
ENSG00000175728	C11orf44	Gene Expression	C11orf44	46	TRUE
ENSG00000254842	LINC02551	Gene Expression	LINC02551	127	TRUE
ENSG00000255455	AP003486.1	Gene Expression	AP003486.1	4563	TRUE
ENSG00000120451	SNX19	Gene Expression	SNX19	20917	TRUE
ENSG00000236129	AP002856.3	Gene Expression	AP002856.3	7	TRUE
ENSG00000227125	AP002856.1	Gene Expression	AP002856.1	2	FALSE
ENSG00000237612	AP002856.4	Gene Expression	AP002856.4	0	FALSE
ENSG00000231698	AP002856.2	Gene Expression	AP002856.2	6	TRUE
ENSG00000182667	NTM	Gene Expression	NTM	1338	TRUE
ENSG00000237654	AP003025.2	Gene Expression	AP003025.2	2	FALSE
ENSG00000236082	AP003025.1	Gene Expression	AP003025.1	0	FALSE
ENSG00000224795	NTM-AS1	Gene Expression	NTM-AS1	1	FALSE
ENSG00000238117	AP000844.2	Gene Expression	AP000844.2	3	TRUE
ENSG00000224700	AP000844.1	Gene Expression	AP000844.1	0	FALSE
ENSG00000183715	OPCML	Gene Expression	OPCML	98	TRUE
ENSG00000255258	AP001979.2	Gene Expression	AP001979.2	0	FALSE
ENSG00000166118	SPATA19	Gene Expression	SPATA19	2	FALSE
ENSG00000080854	IGSF9B	Gene Expression	IGSF9B	597	TRUE
ENSG00000255406	AP000911.3	Gene Expression	AP000911.3	0	FALSE
ENSG00000204241	AP000911.1	Gene Expression	AP000911.1	580	TRUE
ENSG00000254648	AP000911.2	Gene Expression	AP000911.2	35	TRUE
ENSG00000166086	JAM3	Gene Expression	JAM3	5096	TRUE
ENSG00000151503	NCAPD3	Gene Expression	NCAPD3	23121	TRUE
ENSG00000255348	AP001775.2	Gene Expression	AP001775.2	8	TRUE
ENSG00000151502	VPS26B	Gene Expression	VPS26B	26534	TRUE
ENSG00000151500	THYN1	Gene Expression	THYN1	40691	TRUE
ENSG00000151498	ACAD8	Gene Expression	ACAD8	21530	TRUE
ENSG00000166105	GLB1L3	Gene Expression	GLB1L3	405	TRUE
ENSG00000149328	GLB1L2	Gene Expression	GLB1L2	10966	TRUE
ENSG00000109956	B3GAT1	Gene Expression	B3GAT1	561	TRUE
ENSG00000254573	AP004550.1	Gene Expression	AP004550.1	133	TRUE
ENSG00000254989	AP001999.2	Gene Expression	AP001999.2	0	FALSE
ENSG00000255344	AP001999.3	Gene Expression	AP001999.3	0	FALSE
ENSG00000251226	AP001999.1	Gene Expression	AP001999.1	13	TRUE
ENSG00000255327	AP003062.1	Gene Expression	AP003062.1	2	FALSE
ENSG00000255512	AP005135.1	Gene Expression	AP005135.1	0	FALSE
ENSG00000260370	AC215217.1	Gene Expression	AC215217.1	0	FALSE
ENSG00000261456	TUBB8	Gene Expression	TUBB8	38	TRUE
ENSG00000015171	ZMYND11	Gene Expression	ZMYND11	32274	TRUE
ENSG00000151240	DIP2C	Gene Expression	DIP2C	9083	TRUE
ENSG00000233021	AL669841.1	Gene Expression	AL669841.1	24	TRUE
ENSG00000225140	AL358216.1	Gene Expression	AL358216.1	7	TRUE
ENSG00000180525	PRR26	Gene Expression	PRR26	8667	TRUE
ENSG00000231601	AL157709.1	Gene Expression	AL157709.1	0	FALSE
ENSG00000107929	LARP4B	Gene Expression	LARP4B	47870	TRUE
ENSG00000229869	AL359878.2	Gene Expression	AL359878.2	21	TRUE
ENSG00000107937	GTPBP4	Gene Expression	GTPBP4	40260	TRUE
ENSG00000148377	IDI2	Gene Expression	IDI2	172	TRUE
ENSG00000232656	IDI2-AS1	Gene Expression	IDI2-AS1	452	TRUE
ENSG00000067064	IDI1	Gene Expression	IDI1	49091	TRUE
ENSG00000047056	WDR37	Gene Expression	WDR37	14681	TRUE
ENSG00000229205	LINC00200	Gene Expression	LINC00200	16	TRUE
ENSG00000185736	ADARB2	Gene Expression	ADARB2	287	TRUE
ENSG00000205696	ADARB2-AS1	Gene Expression	ADARB2-AS1	1	FALSE
ENSG00000234962	LINC00700	Gene Expression	LINC00700	1	FALSE
ENSG00000226694	AL441943.1	Gene Expression	AL441943.1	0	FALSE
ENSG00000227912	AL441943.2	Gene Expression	AL441943.2	4	TRUE
ENSG00000231326	AL441943.3	Gene Expression	AL441943.3	0	FALSE
ENSG00000234556	LINC00701	Gene Expression	LINC00701	0	FALSE
ENSG00000234170	AC024908.1	Gene Expression	AC024908.1	3	TRUE
ENSG00000237500	AL713851.2	Gene Expression	AL713851.2	0	FALSE
ENSG00000235281	AL713851.1	Gene Expression	AL713851.1	1	FALSE
ENSG00000234182	AL731533.1	Gene Expression	AL731533.1	1	FALSE
ENSG00000273001	AL731533.2	Gene Expression	AL731533.2	510	TRUE
ENSG00000067057	PFKP	Gene Expression	PFKP	35858	TRUE
ENSG00000278419	AL451164.3	Gene Expression	AL451164.3	4	TRUE
ENSG00000107959	PITRM1	Gene Expression	PITRM1	23414	TRUE
ENSG00000237399	PITRM1-AS1	Gene Expression	PITRM1-AS1	496	TRUE
ENSG00000236968	AL451164.2	Gene Expression	AL451164.2	3	TRUE
ENSG00000226762	AL451164.1	Gene Expression	AL451164.1	0	FALSE
ENSG00000227338	AL139280.1	Gene Expression	AL139280.1	37	TRUE
ENSG00000233321	AL357833.1	Gene Expression	AL357833.1	0	FALSE
ENSG00000236892	AL357833.2	Gene Expression	AL357833.2	1	FALSE
ENSG00000229672	AL450322.2	Gene Expression	AL450322.2	5	TRUE
ENSG00000228353	AL450322.1	Gene Expression	AL450322.1	56	TRUE
ENSG00000067082	KLF6	Gene Expression	KLF6	133230	TRUE
ENSG00000230573	AL513303.2	Gene Expression	AL513303.2	0	FALSE
ENSG00000226005	AL513303.1	Gene Expression	AL513303.1	1	FALSE
ENSG00000227101	AC025822.1	Gene Expression	AC025822.1	0	FALSE
ENSG00000236990	AC025822.2	Gene Expression	AC025822.2	8	TRUE
ENSG00000233117	LINC00702	Gene Expression	LINC00702	510	TRUE
ENSG00000224382	LINC00703	Gene Expression	LINC00703	0	FALSE
ENSG00000230096	AC022535.1	Gene Expression	AC022535.1	12	TRUE
ENSG00000231298	MANCR	Gene Expression	MANCR	754	TRUE
ENSG00000225269	LINC00705	Gene Expression	LINC00705	11	TRUE
ENSG00000165568	AKR1E2	Gene Expression	AKR1E2	1005	TRUE
ENSG00000187134	AKR1C1	Gene Expression	AKR1C1	5222	TRUE
ENSG00000151632	AKR1C2	Gene Expression	AKR1C2	4988	TRUE
ENSG00000224251	AL391427.1	Gene Expression	AL391427.1	26	TRUE
ENSG00000196139	AKR1C3	Gene Expression	AKR1C3	48562	TRUE
ENSG00000198610	AKR1C4	Gene Expression	AKR1C4	499	TRUE
ENSG00000231039	AL355303.1	Gene Expression	AL355303.1	4	TRUE
ENSG00000224034	LINC02561	Gene Expression	LINC02561	9	TRUE
ENSG00000178473	UCN3	Gene Expression	UCN3	483	TRUE
ENSG00000178462	TUBAL3	Gene Expression	TUBAL3	4076	TRUE
ENSG00000173848	NET1	Gene Expression	NET1	69275	TRUE
ENSG00000178372	CALML5	Gene Expression	CALML5	33	TRUE
ENSG00000205488	CALML3-AS1	Gene Expression	CALML3-AS1	42	TRUE
ENSG00000178363	CALML3	Gene Expression	CALML3	248	TRUE
ENSG00000256462	AL732437.1	Gene Expression	AL732437.1	0	FALSE
ENSG00000242147	AL365356.5	Gene Expression	AL365356.5	202	TRUE
ENSG00000231483	AL365356.4	Gene Expression	AL365356.4	179	TRUE
ENSG00000228951	AL365356.3	Gene Expression	AL365356.3	0	FALSE
ENSG00000196372	ASB13	Gene Expression	ASB13	8926	TRUE
ENSG00000108021	FAM208B	Gene Expression	FAM208B	44644	TRUE
ENSG00000226647	AL365356.1	Gene Expression	AL365356.1	250	TRUE
ENSG00000057608	GDI2	Gene Expression	GDI2	86569	TRUE
ENSG00000272764	AL596094.1	Gene Expression	AL596094.1	394	TRUE
ENSG00000134461	ANKRD16	Gene Expression	ANKRD16	9027	TRUE
ENSG00000134452	FBH1	Gene Expression	FBH1	36936	TRUE
ENSG00000232807	AL137186.2	Gene Expression	AL137186.2	1710	TRUE
ENSG00000134470	IL15RA	Gene Expression	IL15RA	15638	TRUE
ENSG00000134460	IL2RA	Gene Expression	IL2RA	3730	TRUE
ENSG00000229664	AL137186.1	Gene Expression	AL137186.1	17	TRUE
ENSG00000134453	RBM17	Gene Expression	RBM17	81536	TRUE
ENSG00000170525	PFKFB3	Gene Expression	PFKFB3	15253	TRUE
ENSG00000213994	AL157395.1	Gene Expression	AL157395.1	28	TRUE
ENSG00000215244	AL137145.2	Gene Expression	AL137145.2	1029	TRUE
ENSG00000212743	AL137145.1	Gene Expression	AL137145.1	1038	TRUE
ENSG00000065675	PRKCQ	Gene Expression	PRKCQ	3103	TRUE
ENSG00000225948	AL158210.1	Gene Expression	AL158210.1	2	FALSE
ENSG00000223784	LINP1	Gene Expression	LINP1	11	TRUE
ENSG00000281186	AL590637.1	Gene Expression	AL590637.1	38	TRUE
ENSG00000238266	LINC00707	Gene Expression	LINC00707	30	TRUE
ENSG00000234248	AL392086.1	Gene Expression	AL392086.1	0	FALSE
ENSG00000223581	AL590095.1	Gene Expression	AL590095.1	0	FALSE
ENSG00000198879	SFMBT2	Gene Expression	SFMBT2	7628	TRUE
ENSG00000232591	AL139125.1	Gene Expression	AL139125.1	25	TRUE
ENSG00000230121	AL445070.1	Gene Expression	AL445070.1	0	FALSE
ENSG00000123243	ITIH5	Gene Expression	ITIH5	4502	TRUE
ENSG00000151655	ITIH2	Gene Expression	ITIH2	10	TRUE
ENSG00000151657	KIN	Gene Expression	KIN	36689	TRUE
ENSG00000165629	ATP5F1C	Gene Expression	ATP5F1C	103560	TRUE
ENSG00000165632	TAF3	Gene Expression	TAF3	28468	TRUE
ENSG00000107485	GATA3	Gene Expression	GATA3	5888	TRUE
ENSG00000197308	GATA3-AS1	Gene Expression	GATA3-AS1	136	TRUE
ENSG00000232638	AL390294.1	Gene Expression	AL390294.1	7	TRUE
ENSG00000232170	LINC00708	Gene Expression	LINC00708	0	FALSE
ENSG00000226861	AL390835.1	Gene Expression	AL390835.1	2	FALSE
ENSG00000226990	AC025946.1	Gene Expression	AC025946.1	0	FALSE
ENSG00000234752	AC044784.2	Gene Expression	AC044784.2	0	FALSE
ENSG00000223808	AC044784.1	Gene Expression	AC044784.1	0	FALSE
ENSG00000230014	LINC00709	Gene Expression	LINC00709	0	FALSE
ENSG00000228636	AL157401.1	Gene Expression	AL157401.1	3	TRUE
ENSG00000224788	AL138775.1	Gene Expression	AL138775.1	0	FALSE
ENSG00000234306	AL583859.1	Gene Expression	AL583859.1	0	FALSE
ENSG00000270111	AL583859.2	Gene Expression	AL583859.2	0	FALSE
ENSG00000225383	SFTA1P	Gene Expression	SFTA1P	121	TRUE
ENSG00000048740	CELF2	Gene Expression	CELF2	59140	TRUE
ENSG00000231496	AL136369.2	Gene Expression	AL136369.2	2	FALSE
ENSG00000228027	AL136369.1	Gene Expression	AL136369.1	0	FALSE
ENSG00000229206	AL162408.1	Gene Expression	AL162408.1	3	TRUE
ENSG00000237986	CELF2-AS2	Gene Expression	CELF2-AS2	7	TRUE
ENSG00000230322	AL136320.1	Gene Expression	AL136320.1	19	TRUE
ENSG00000181800	CELF2-AS1	Gene Expression	CELF2-AS1	78	TRUE
ENSG00000148429	USP6NL	Gene Expression	USP6NL	22422	TRUE
ENSG00000271360	AL512631.2	Gene Expression	AL512631.2	54	TRUE
ENSG00000271046	AL512631.1	Gene Expression	AL512631.1	665	TRUE
ENSG00000134463	ECHDC3	Gene Expression	ECHDC3	1760	TRUE
ENSG00000148426	PROSER2	Gene Expression	PROSER2	6320	TRUE
ENSG00000225778	PROSER2-AS1	Gene Expression	PROSER2-AS1	29	TRUE
ENSG00000151461	UPF2	Gene Expression	UPF2	49620	TRUE
ENSG00000181192	DHTKD1	Gene Expression	DHTKD1	23883	TRUE
ENSG00000065665	SEC61A2	Gene Expression	SEC61A2	6995	TRUE
ENSG00000165609	NUDT5	Gene Expression	NUDT5	51747	TRUE
ENSG00000151465	CDC123	Gene Expression	CDC123	39361	TRUE
ENSG00000228302	AL512770.1	Gene Expression	AL512770.1	718	TRUE
ENSG00000183049	CAMK1D	Gene Expression	CAMK1D	38368	TRUE
ENSG00000151468	CCDC3	Gene Expression	CCDC3	5107	TRUE
ENSG00000123240	OPTN	Gene Expression	OPTN	50878	TRUE
ENSG00000065328	MCM10	Gene Expression	MCM10	7677	TRUE
ENSG00000165623	UCMA	Gene Expression	UCMA	1	FALSE
ENSG00000107537	PHYH	Gene Expression	PHYH	33601	TRUE
ENSG00000086475	SEPHS1	Gene Expression	SEPHS1	26373	TRUE
ENSG00000233256	AL355870.1	Gene Expression	AL355870.1	83	TRUE
ENSG00000165626	BEND7	Gene Expression	BEND7	21100	TRUE
ENSG00000227175	AL590677.1	Gene Expression	AL590677.1	42	TRUE
ENSG00000165630	PRPF18	Gene Expression	PRPF18	22819	TRUE
ENSG00000282246	AL157392.5	Gene Expression	AL157392.5	5841	TRUE
ENSG00000151474	FRMD4A	Gene Expression	FRMD4A	17512	TRUE
ENSG00000273474	AL157392.4	Gene Expression	AL157392.4	1571	TRUE
ENSG00000225112	AL157392.1	Gene Expression	AL157392.1	1	FALSE
ENSG00000234091	AL157392.2	Gene Expression	AL157392.2	2	FALSE
ENSG00000229751	AC044781.1	Gene Expression	AC044781.1	29	TRUE
ENSG00000235410	AL157896.1	Gene Expression	AL157896.1	1	FALSE
ENSG00000065809	FAM107B	Gene Expression	FAM107B	56868	TRUE
ENSG00000236495	AL158168.1	Gene Expression	AL158168.1	0	FALSE
ENSG00000185267	CDNF	Gene Expression	CDNF	1122	TRUE
ENSG00000284024	HSPA14	Gene Expression	HSPA14	10478	TRUE
ENSG00000187522	HSPA14	Gene Expression	HSPA14.1	20572	TRUE
ENSG00000272853	AC069544.1	Gene Expression	AC069544.1	2389	TRUE
ENSG00000152455	SUV39H2	Gene Expression	SUV39H2	6976	TRUE
ENSG00000152457	DCLRE1C	Gene Expression	DCLRE1C	25618	TRUE
ENSG00000197889	MEIG1	Gene Expression	MEIG1	300	TRUE
ENSG00000152463	OLAH	Gene Expression	OLAH	156	TRUE
ENSG00000176244	ACBD7	Gene Expression	ACBD7	143	TRUE
ENSG00000152464	RPP38	Gene Expression	RPP38	24038	TRUE
ENSG00000152465	NMT2	Gene Expression	NMT2	18875	TRUE
ENSG00000148468	FAM171A1	Gene Expression	FAM171A1	27033	TRUE
ENSG00000232739	AL607028.1	Gene Expression	AL607028.1	24	TRUE
ENSG00000077943	ITGA8	Gene Expression	ITGA8	3008	TRUE
ENSG00000148481	MINDY3	Gene Expression	MINDY3	20077	TRUE
ENSG00000226140	AL355339.1	Gene Expression	AL355339.1	0	FALSE
ENSG00000165983	PTER	Gene Expression	PTER	22461	TRUE
ENSG00000165985	C1QL3	Gene Expression	C1QL3	58	TRUE
ENSG00000148484	RSU1	Gene Expression	RSU1	46150	TRUE
ENSG00000107611	CUBN	Gene Expression	CUBN	1622	TRUE
ENSG00000273153	AC067747.1	Gene Expression	AC067747.1	218	TRUE
ENSG00000107614	TRDMT1	Gene Expression	TRDMT1	7058	TRUE
ENSG00000229124	VIM-AS1	Gene Expression	VIM-AS1	3631	TRUE
ENSG00000026025	VIM	Gene Expression	VIM	93658	TRUE
ENSG00000234961	AL133415.1	Gene Expression	AL133415.1	28	TRUE
ENSG00000148488	ST8SIA6	Gene Expression	ST8SIA6	564	TRUE
ENSG00000204832	ST8SIA6-AS1	Gene Expression	ST8SIA6-AS1	1121	TRUE
ENSG00000165996	HACD1	Gene Expression	HACD1	5997	TRUE
ENSG00000260589	STAM-AS1	Gene Expression	STAM-AS1	3614	TRUE
ENSG00000136738	STAM	Gene Expression	STAM	17740	TRUE
ENSG00000229190	AC069542.1	Gene Expression	AC069542.1	11	TRUE
ENSG00000148483	TMEM236	Gene Expression	TMEM236	20473	TRUE
ENSG00000260314	MRC1	Gene Expression	MRC1	6902	TRUE
ENSG00000235637	AC069023.1	Gene Expression	AC069023.1	0	FALSE
ENSG00000148482	SLC39A12	Gene Expression	SLC39A12	29	TRUE
ENSG00000226083	SLC39A12-AS1	Gene Expression	SLC39A12-AS1	2	FALSE
ENSG00000165995	CACNB2	Gene Expression	CACNB2	10165	TRUE
ENSG00000240291	AL450384.2	Gene Expression	AL450384.2	7646	TRUE
ENSG00000225527	AL450384.1	Gene Expression	AL450384.1	36	TRUE
ENSG00000241058	NSUN6	Gene Expression	NSUN6	33022	TRUE
ENSG00000165997	ARL5B	Gene Expression	ARL5B	30624	TRUE
ENSG00000234244	AL512641.1	Gene Expression	AL512641.1	0	FALSE
ENSG00000204740	MALRD1	Gene Expression	MALRD1	1565	TRUE
ENSG00000227734	AL590378.1	Gene Expression	AL590378.1	5	TRUE
ENSG00000233968	AL157895.1	Gene Expression	AL157895.1	152	TRUE
ENSG00000120594	PLXDC2	Gene Expression	PLXDC2	22455	TRUE
ENSG00000238246	AC069549.1	Gene Expression	AC069549.1	271	TRUE
ENSG00000078114	NEBL	Gene Expression	NEBL	17581	TRUE
ENSG00000204683	C10orf113	Gene Expression	C10orf113	308	TRUE
ENSG00000231920	NEBL-AS1	Gene Expression	NEBL-AS1	454	TRUE
ENSG00000230109	AL158209.1	Gene Expression	AL158209.1	0	FALSE
ENSG00000204682	CASC10	Gene Expression	CASC10	1107	TRUE
ENSG00000180592	SKIDA1	Gene Expression	SKIDA1	480	TRUE
ENSG00000078403	MLLT10	Gene Expression	MLLT10	35766	TRUE
ENSG00000136770	DNAJC1	Gene Expression	DNAJC1	49152	TRUE
ENSG00000223601	EBLN1	Gene Expression	EBLN1	0	FALSE
ENSG00000260205	AL157831.2	Gene Expression	AL157831.2	5	TRUE
ENSG00000261671	AL158211.1	Gene Expression	AL158211.1	113	TRUE
ENSG00000148444	COMMD3	Gene Expression	COMMD3	52954	TRUE
ENSG00000269897	COMMD3-BMI1	Gene Expression	COMMD3-BMI1	3	TRUE
ENSG00000168283	BMI1	Gene Expression	BMI1	19998	TRUE
ENSG00000272516	AL158211.4	Gene Expression	AL158211.4	47	TRUE
ENSG00000271981	AL158211.2	Gene Expression	AL158211.2	28	TRUE
ENSG00000272366	AL158211.3	Gene Expression	AL158211.3	66	TRUE
ENSG00000077327	SPAG6	Gene Expression	SPAG6	26	TRUE
ENSG00000285254	AL513128.2	Gene Expression	AL513128.2	48	TRUE
ENSG00000150867	PIP4K2A	Gene Expression	PIP4K2A	26453	TRUE
ENSG00000165309	ARMC3	Gene Expression	ARMC3	51	TRUE
ENSG00000148450	MSRB2	Gene Expression	MSRB2	46215	TRUE
ENSG00000168267	PTF1A	Gene Expression	PTF1A	11	TRUE
ENSG00000179133	C10orf67	Gene Expression	C10orf67	144	TRUE
ENSG00000224215	AL606469.1	Gene Expression	AL606469.1	36	TRUE
ENSG00000165312	OTUD1	Gene Expression	OTUD1	21346	TRUE
ENSG00000120549	KIAA1217	Gene Expression	KIAA1217	33157	TRUE
ENSG00000107863	ARHGAP21	Gene Expression	ARHGAP21	57952	TRUE
ENSG00000099256	PRTFDC1	Gene Expression	PRTFDC1	8775	TRUE
ENSG00000273107	AL512598.1	Gene Expression	AL512598.1	1012	TRUE
ENSG00000151023	ENKUR	Gene Expression	ENKUR	792	TRUE
ENSG00000185875	THNSL1	Gene Expression	THNSL1	6058	TRUE
ENSG00000231422	LINC01516	Gene Expression	LINC01516	15	TRUE
ENSG00000233642	GPR158-AS1	Gene Expression	GPR158-AS1	7	TRUE
ENSG00000151025	GPR158	Gene Expression	GPR158	360	TRUE
ENSG00000280809	LINC00836	Gene Expression	LINC00836	4	TRUE
ENSG00000226304	AL358612.1	Gene Expression	AL358612.1	0	FALSE
ENSG00000095777	MYO3A	Gene Expression	MYO3A	803	TRUE
ENSG00000136750	GAD2	Gene Expression	GAD2	21	TRUE
ENSG00000077420	APBB1IP	Gene Expression	APBB1IP	22378	TRUE
ENSG00000234296	AL390961.1	Gene Expression	AL390961.1	0	FALSE
ENSG00000148459	PDSS1	Gene Expression	PDSS1	21828	TRUE
ENSG00000235843	AL390961.2	Gene Expression	AL390961.2	590	TRUE
ENSG00000136754	ABI1	Gene Expression	ABI1	59519	TRUE
ENSG00000107890	ANKRD26	Gene Expression	ANKRD26	30705	TRUE
ENSG00000136758	YME1L1	Gene Expression	YME1L1	68001	TRUE
ENSG00000120539	MASTL	Gene Expression	MASTL	9836	TRUE
ENSG00000107897	ACBD5	Gene Expression	ACBD5	34657	TRUE
ENSG00000262412	AL160291.1	Gene Expression	AL160291.1	8	TRUE
ENSG00000260151	AL355493.2	Gene Expression	AL355493.2	4	TRUE
ENSG00000099246	RAB18	Gene Expression	RAB18	52980	TRUE
ENSG00000150051	MKX	Gene Expression	MKX	450	TRUE
ENSG00000230500	MKX-AS1	Gene Expression	MKX-AS1	19	TRUE
ENSG00000169126	ARMC4	Gene Expression	ARMC4	337	TRUE
ENSG00000233472	AL390866.1	Gene Expression	AL390866.1	0	FALSE
ENSG00000150054	MPP7	Gene Expression	MPP7	19331	TRUE
ENSG00000282996	AC022021.1	Gene Expression	AC022021.1	355	TRUE
ENSG00000237128	AL358234.1	Gene Expression	AL358234.1	7	TRUE
ENSG00000254635	WAC-AS1	Gene Expression	WAC-AS1	31898	TRUE
ENSG00000095787	WAC	Gene Expression	WAC	76812	TRUE
ENSG00000095739	BAMBI	Gene Expression	BAMBI	5614	TRUE
ENSG00000236716	AL355376.1	Gene Expression	AL355376.1	2	FALSE
ENSG00000235824	LINC00837	Gene Expression	LINC00837	3	TRUE
ENSG00000120563	LYZL1	Gene Expression	LYZL1	0	FALSE
ENSG00000197321	SVIL	Gene Expression	SVIL	39238	TRUE
ENSG00000165757	JCAD	Gene Expression	JCAD	5286	TRUE
ENSG00000107951	MTPAP	Gene Expression	MTPAP	28263	TRUE
ENSG00000107968	MAP3K8	Gene Expression	MAP3K8	22921	TRUE
ENSG00000228800	AL590068.1	Gene Expression	AL590068.1	38	TRUE
ENSG00000230298	AL590068.2	Gene Expression	AL590068.2	4	TRUE
ENSG00000151033	LYZL2	Gene Expression	LYZL2	5	TRUE
ENSG00000230720	AL451107.1	Gene Expression	AL451107.1	2	FALSE
ENSG00000183621	ZNF438	Gene Expression	ZNF438	6791	TRUE
ENSG00000272381	AL356258.1	Gene Expression	AL356258.1	85	TRUE
ENSG00000237036	ZEB1-AS1	Gene Expression	ZEB1-AS1	3901	TRUE
ENSG00000148516	ZEB1	Gene Expression	ZEB1	16231	TRUE
ENSG00000223834	AL161935.1	Gene Expression	AL161935.1	19	TRUE
ENSG00000237797	AL161935.3	Gene Expression	AL161935.3	379	TRUE
ENSG00000165322	ARHGAP12	Gene Expression	ARHGAP12	34442	TRUE
ENSG00000170759	KIF5B	Gene Expression	KIF5B	103744	TRUE
ENSG00000227253	AL158834.2	Gene Expression	AL158834.2	4	TRUE
ENSG00000120616	EPC1	Gene Expression	EPC1	72217	TRUE
ENSG00000226842	AL158834.1	Gene Expression	AL158834.1	2	FALSE
ENSG00000233825	AL391839.2	Gene Expression	AL391839.2	23	TRUE
ENSG00000229327	AL391839.1	Gene Expression	AL391839.1	3	TRUE
ENSG00000216937	CCDC7	Gene Expression	CCDC7	8583	TRUE
ENSG00000273038	AL365203.2	Gene Expression	AL365203.2	2730	TRUE
ENSG00000150093	ITGB1	Gene Expression	ITGB1	96275	TRUE
