gene_id	gene_symbol	feature_type	seurat_feature_name	detected_cells_merged_raw	formal_merged_gene_filter_pass
ENSG00000254874	AP003171.1	Gene Expression	AP003171.1	0	FALSE
ENSG00000134640	MTNR1B	Gene Expression	MTNR1B	2	FALSE
ENSG00000180773	SLC36A4	Gene Expression	SLC36A4	14690	TRUE
ENSG00000255233	AP003969.1	Gene Expression	AP003969.1	0	FALSE
ENSG00000165325	DEUP1	Gene Expression	DEUP1	130	TRUE
ENSG00000166002	SMCO4	Gene Expression	SMCO4	34777	TRUE
ENSG00000166004	CEP295	Gene Expression	CEP295	21392	TRUE
ENSG00000254911	SCARNA9	Gene Expression	SCARNA9	94	TRUE
ENSG00000166012	TAF1D	Gene Expression	TAF1D	124913	TRUE
ENSG00000182919	C11orf54	Gene Expression	C11orf54	48095	TRUE
ENSG00000284057	AP001273.2	Gene Expression	AP001273.2	20	TRUE
ENSG00000042429	MED17	Gene Expression	MED17	25024	TRUE
ENSG00000214376	VSTM5	Gene Expression	VSTM5	2683	TRUE
ENSG00000181333	HEPHL1	Gene Expression	HEPHL1	36	TRUE
ENSG00000110218	PANX1	Gene Expression	PANX1	5837	TRUE
ENSG00000250519	AP002784.1	Gene Expression	AP002784.1	4	TRUE
ENSG00000183560	IZUMO1R	Gene Expression	IZUMO1R	1	FALSE
ENSG00000123901	GPR83	Gene Expression	GPR83	104	TRUE
ENSG00000020922	MRE11	Gene Expression	MRE11	29013	TRUE
ENSG00000255893	AP000786.1	Gene Expression	AP000786.1	56	TRUE
ENSG00000168876	ANKRD49	Gene Expression	ANKRD49	37150	TRUE
ENSG00000257057	C11orf97	Gene Expression	C11orf97	81	TRUE
ENSG00000196371	FUT4	Gene Expression	FUT4	23985	TRUE
ENSG00000134627	PIWIL4	Gene Expression	PIWIL4	8242	TRUE
ENSG00000255929	AP000943.3	Gene Expression	AP000943.3	17	TRUE
ENSG00000233536	AP000943.1	Gene Expression	AP000943.1	3	TRUE
ENSG00000255666	AP000943.2	Gene Expression	AP000943.2	39	TRUE
ENSG00000166025	AMOTL1	Gene Expression	AMOTL1	5086	TRUE
ENSG00000256469	AP002383.2	Gene Expression	AP002383.2	3	TRUE
ENSG00000150316	CWC15	Gene Expression	CWC15	52185	TRUE
ENSG00000186280	KDM4D	Gene Expression	KDM4D	563	TRUE
ENSG00000235268	KDM4E	Gene Expression	KDM4E	6	TRUE
ENSG00000255855	KDM4F	Gene Expression	KDM4F	3	TRUE
ENSG00000263465	SRSF8	Gene Expression	SRSF8	55742	TRUE
ENSG00000149218	ENDOD1	Gene Expression	ENDOD1	27860	TRUE
ENSG00000245552	AP000787.1	Gene Expression	AP000787.1	1257	TRUE
ENSG00000149212	SESN3	Gene Expression	SESN3	25403	TRUE
ENSG00000250390	AP001790.1	Gene Expression	AP001790.1	5	TRUE
ENSG00000255605	AP000820.1	Gene Expression	AP000820.1	0	FALSE
ENSG00000077458	FAM76B	Gene Expression	FAM76B	26250	TRUE
ENSG00000166037	CEP57	Gene Expression	CEP57	46797	TRUE
ENSG00000087053	MTMR2	Gene Expression	MTMR2	15980	TRUE
ENSG00000184384	MAML2	Gene Expression	MAML2	41698	TRUE
ENSG00000149231	CCDC82	Gene Expression	CCDC82	33797	TRUE
ENSG00000183340	JRKL	Gene Expression	JRKL	18270	TRUE
ENSG00000255679	JRKL-AS1	Gene Expression	JRKL-AS1	0	FALSE
ENSG00000256684	AP003781.1	Gene Expression	AP003781.1	1	FALSE
ENSG00000254587	AP003066.1	Gene Expression	AP003066.1	4	TRUE
ENSG00000255039	LINC02553	Gene Expression	LINC02553	0	FALSE
ENSG00000255502	AP003730.2	Gene Expression	AP003730.2	0	FALSE
ENSG00000254599	AP003715.1	Gene Expression	AP003715.1	0	FALSE
ENSG00000254830	AP002428.1	Gene Expression	AP002428.1	0	FALSE
ENSG00000149972	CNTN5	Gene Expression	CNTN5	24	TRUE
ENSG00000248027	AP001351.1	Gene Expression	AP001351.1	219	TRUE
ENSG00000165895	ARHGAP42	Gene Expression	ARHGAP42	15389	TRUE
ENSG00000082175	PGR	Gene Expression	PGR	452	TRUE
ENSG00000137672	TRPC6	Gene Expression	TRPC6	760	TRUE
ENSG00000187151	ANGPTL5	Gene Expression	ANGPTL5	122	TRUE
ENSG00000110318	CEP126	Gene Expression	CEP126	8534	TRUE
ENSG00000137691	CFAP300	Gene Expression	CFAP300	466	TRUE
ENSG00000260008	AP001527.1	Gene Expression	AP001527.1	34	TRUE
ENSG00000277459	AP001527.2	Gene Expression	AP001527.2	857	TRUE
ENSG00000137693	YAP1	Gene Expression	YAP1	35475	TRUE
ENSG00000254422	AP000942.2	Gene Expression	AP000942.2	23	TRUE
ENSG00000023445	BIRC3	Gene Expression	BIRC3	57758	TRUE
ENSG00000110330	BIRC2	Gene Expression	BIRC2	43553	TRUE
ENSG00000152558	TMEM123	Gene Expression	TMEM123	85924	TRUE
ENSG00000255337	AP001830.1	Gene Expression	AP001830.1	1411	TRUE
ENSG00000255482	AP001830.2	Gene Expression	AP001830.2	1	FALSE
ENSG00000137673	MMP7	Gene Expression	MMP7	3846	TRUE
ENSG00000137674	MMP20	Gene Expression	MMP20	26	TRUE
ENSG00000256916	AP000851.1	Gene Expression	AP000851.1	48	TRUE
ENSG00000281655	AP000851.2	Gene Expression	AP000851.2	15	TRUE
ENSG00000137675	MMP27	Gene Expression	MMP27	110	TRUE
ENSG00000118113	MMP8	Gene Expression	MMP8	29	TRUE
ENSG00000166670	MMP10	Gene Expression	MMP10	683	TRUE
ENSG00000196611	MMP1	Gene Expression	MMP1	7186	TRUE
ENSG00000149968	MMP3	Gene Expression	MMP3	1939	TRUE
ENSG00000262406	MMP12	Gene Expression	MMP12	2709	TRUE
ENSG00000137745	MMP13	Gene Expression	MMP13	197	TRUE
ENSG00000137692	DCUN1D5	Gene Expression	DCUN1D5	28821	TRUE
ENSG00000187240	DYNC2H1	Gene Expression	DYNC2H1	5683	TRUE
ENSG00000254987	AP002989.1	Gene Expression	AP002989.1	2	FALSE
ENSG00000170962	PDGFD	Gene Expression	PDGFD	4918	TRUE
ENSG00000255548	AP003043.1	Gene Expression	AP003043.1	0	FALSE
ENSG00000170967	DDI1	Gene Expression	DDI1	3	TRUE
ENSG00000256422	LINC02552	Gene Expression	LINC02552	8	TRUE
ENSG00000196954	CASP4	Gene Expression	CASP4	47068	TRUE
ENSG00000137757	CASP5	Gene Expression	CASP5	8342	TRUE
ENSG00000137752	CASP1	Gene Expression	CASP1	57629	TRUE
ENSG00000204397	CARD16	Gene Expression	CARD16	45362	TRUE
ENSG00000255221	CARD17	Gene Expression	CARD17	53	TRUE
ENSG00000255501	CARD18	Gene Expression	CARD18	217	TRUE
ENSG00000254998	AP003181.1	Gene Expression	AP003181.1	2	FALSE
ENSG00000152578	GRIA4	Gene Expression	GRIA4	173	TRUE
ENSG00000170903	MSANTD4	Gene Expression	MSANTD4	10049	TRUE
ENSG00000182359	KBTBD3	Gene Expression	KBTBD3	12255	TRUE
ENSG00000149313	AASDHPPT	Gene Expression	AASDHPPT	32114	TRUE
ENSG00000254433	AP001001.1	Gene Expression	AP001001.1	31	TRUE
ENSG00000254580	AP001001.2	Gene Expression	AP001001.2	0	FALSE
ENSG00000152402	GUCY1A2	Gene Expression	GUCY1A2	1427	TRUE
ENSG00000261098	AP000766.1	Gene Expression	AP000766.1	7889	TRUE
ENSG00000152404	CWF19L2	Gene Expression	CWF19L2	26784	TRUE
ENSG00000137760	ALKBH8	Gene Expression	ALKBH8	7645	TRUE
ENSG00000110675	ELMOD1	Gene Expression	ELMOD1	126	TRUE
ENSG00000170290	SLN	Gene Expression	SLN	66	TRUE
ENSG00000110660	SLC35F2	Gene Expression	SLC35F2	20932	TRUE
ENSG00000179331	RAB39A	Gene Expression	RAB39A	398	TRUE
ENSG00000166266	CUL5	Gene Expression	CUL5	47486	TRUE
ENSG00000255467	AP002433.1	Gene Expression	AP002433.1	478	TRUE
ENSG00000075239	ACAT1	Gene Expression	ACAT1	52361	TRUE
ENSG00000149308	NPAT	Gene Expression	NPAT	23199	TRUE
ENSG00000149311	ATM	Gene Expression	ATM	63681	TRUE
ENSG00000166323	C11orf65	Gene Expression	C11orf65	1900	TRUE
ENSG00000178202	KDELC2	Gene Expression	KDELC2	16968	TRUE
ENSG00000110723	EXPH5	Gene Expression	EXPH5	35644	TRUE
ENSG00000178105	DDX10	Gene Expression	DDX10	25601	TRUE
ENSG00000203334	AP003027.1	Gene Expression	AP003027.1	22	TRUE
ENSG00000255528	AP003123.1	Gene Expression	AP003123.1	1	FALSE
ENSG00000255028	AP003049.2	Gene Expression	AP003049.2	0	FALSE
ENSG00000185742	C11orf87	Gene Expression	C11orf87	14	TRUE
ENSG00000254659	AP002444.1	Gene Expression	AP002444.1	0	FALSE
ENSG00000137710	RDX	Gene Expression	RDX	29519	TRUE
ENSG00000149289	ZC3H12C	Gene Expression	ZC3H12C	15977	TRUE
ENSG00000254416	AP000924.1	Gene Expression	AP000924.1	1	FALSE
ENSG00000137714	FDX1	Gene Expression	FDX1	54262	TRUE
ENSG00000137727	ARHGAP20	Gene Expression	ARHGAP20	1337	TRUE
ENSG00000271390	AP003973.2	Gene Expression	AP003973.2	9	TRUE
ENSG00000271584	LINC02550	Gene Expression	LINC02550	99	TRUE
ENSG00000150750	C11orf53	Gene Expression	C11orf53	2405	TRUE
ENSG00000196167	COLCA1	Gene Expression	COLCA1	8424	TRUE
ENSG00000214290	COLCA2	Gene Expression	COLCA2	11516	TRUE
ENSG00000110777	POU2AF1	Gene Expression	POU2AF1	13681	TRUE
ENSG00000137707	BTG4	Gene Expression	BTG4	1	FALSE
ENSG00000254980	AP002008.1	Gene Expression	AP002008.1	6	TRUE
ENSG00000183644	C11orf88	Gene Expression	C11orf88	1	FALSE
ENSG00000204381	LAYN	Gene Expression	LAYN	4195	TRUE
ENSG00000170145	SIK2	Gene Expression	SIK2	14766	TRUE
ENSG00000137713	PPP2R1B	Gene Expression	PPP2R1B	22396	TRUE
ENSG00000254990	AP001781.1	Gene Expression	AP001781.1	17	TRUE
ENSG00000086848	ALG9	Gene Expression	ALG9	5469	TRUE
ENSG00000258529	AP001781.2	Gene Expression	AP001781.2	2	FALSE
ENSG00000255561	FDXACB1	Gene Expression	FDXACB1	3932	TRUE
ENSG00000137720	C11orf1	Gene Expression	C11orf1	27181	TRUE
ENSG00000109846	CRYAB	Gene Expression	CRYAB	4613	TRUE
ENSG00000170276	HSPB2	Gene Expression	HSPB2	1672	TRUE
ENSG00000254445	HSPB2-C11orf52	Gene Expression	HSPB2-C11orf52	1	FALSE
ENSG00000149300	C11orf52	Gene Expression	C11orf52	87	TRUE
ENSG00000150764	DIXDC1	Gene Expression	DIXDC1	14359	TRUE
ENSG00000150768	DLAT	Gene Expression	DLAT	25378	TRUE
ENSG00000150773	PIH1D2	Gene Expression	PIH1D2	1196	TRUE
ENSG00000150776	NKAPD1	Gene Expression	NKAPD1	24945	TRUE
ENSG00000150779	TIMM8B	Gene Expression	TIMM8B	56208	TRUE
ENSG00000204370	SDHD	Gene Expression	SDHD	73816	TRUE
ENSG00000255292	AP002884.3	Gene Expression	AP002884.3	18	TRUE
ENSG00000150782	IL18	Gene Expression	IL18	39411	TRUE
ENSG00000254638	AP002884.2	Gene Expression	AP002884.2	6	TRUE
ENSG00000150783	TEX12	Gene Expression	TEX12	701	TRUE
ENSG00000197580	BCO2	Gene Expression	BCO2	7323	TRUE
ENSG00000150787	PTS	Gene Expression	PTS	40667	TRUE
ENSG00000188771	PLET1	Gene Expression	PLET1	2	FALSE
ENSG00000268472	AP002884.4	Gene Expression	AP002884.4	1491	TRUE
ENSG00000250303	AP002884.1	Gene Expression	AP002884.1	5649	TRUE
ENSG00000254968	AP003063.1	Gene Expression	AP003063.1	12	TRUE
ENSG00000255484	AP003063.2	Gene Expression	AP003063.2	5	TRUE
ENSG00000254626	AP003100.1	Gene Expression	AP003100.1	0	FALSE
ENSG00000247416	AP000802.1	Gene Expression	AP000802.1	42	TRUE
ENSG00000149294	NCAM1	Gene Expression	NCAM1	2023	TRUE
ENSG00000227487	NCAM1-AS1	Gene Expression	NCAM1-AS1	0	FALSE
ENSG00000255129	AP000880.1	Gene Expression	AP000880.1	230	TRUE
ENSG00000149292	TTC12	Gene Expression	TTC12	6241	TRUE
ENSG00000170209	ANKK1	Gene Expression	ANKK1	124	TRUE
ENSG00000256757	AP002840.1	Gene Expression	AP002840.1	0	FALSE
ENSG00000149295	DRD2	Gene Expression	DRD2	95	TRUE
ENSG00000166682	TMPRSS5	Gene Expression	TMPRSS5	594	TRUE
ENSG00000086827	ZW10	Gene Expression	ZW10	7335	TRUE
ENSG00000256603	AP003170.4	Gene Expression	AP003170.4	185	TRUE
ENSG00000228607	CLDN25	Gene Expression	CLDN25	0	FALSE
ENSG00000048028	USP28	Gene Expression	USP28	21312	TRUE
ENSG00000256452	AP003170.3	Gene Expression	AP003170.3	4	TRUE
ENSG00000149305	HTR3B	Gene Expression	HTR3B	9	TRUE
ENSG00000166736	HTR3A	Gene Expression	HTR3A	1301	TRUE
ENSG00000109906	ZBTB16	Gene Expression	ZBTB16	7867	TRUE
ENSG00000256947	AP002518.2	Gene Expression	AP002518.2	1	FALSE
ENSG00000166741	NNMT	Gene Expression	NNMT	16712	TRUE
ENSG00000256195	AP002518.1	Gene Expression	AP002518.1	46	TRUE
ENSG00000180425	C11orf71	Gene Expression	C11orf71	18077	TRUE
ENSG00000076053	RBM7	Gene Expression	RBM7	32052	TRUE
ENSG00000255663	AP002373.1	Gene Expression	AP002373.1	6	TRUE
ENSG00000076043	REXO2	Gene Expression	REXO2	54034	TRUE
ENSG00000095110	NXPE1	Gene Expression	NXPE1	40859	TRUE
ENSG00000137634	NXPE4	Gene Expression	NXPE4	48325	TRUE
ENSG00000204361	NXPE2	Gene Expression	NXPE2	7000	TRUE
ENSG00000182985	CADM1	Gene Expression	CADM1	6888	TRUE
ENSG00000256972	AP000462.3	Gene Expression	AP000462.3	14	TRUE
ENSG00000255580	AP000462.1	Gene Expression	AP000462.1	4	TRUE
ENSG00000256281	AP003174.2	Gene Expression	AP003174.2	0	FALSE
ENSG00000255689	AP003174.1	Gene Expression	AP003174.1	16	TRUE
ENSG00000255599	AP000997.1	Gene Expression	AP000997.1	0	FALSE
ENSG00000260254	AP000997.2	Gene Expression	AP000997.2	13	TRUE
ENSG00000256717	AP002991.1	Gene Expression	AP002991.1	0	FALSE
ENSG00000246100	LINC00900	Gene Expression	LINC00900	348	TRUE
ENSG00000257067	AP000797.3	Gene Expression	AP000797.3	0	FALSE
ENSG00000236437	LINC02151	Gene Expression	LINC02151	0	FALSE
ENSG00000237937	AP000770.1	Gene Expression	AP000770.1	0	FALSE
ENSG00000137656	BUD13	Gene Expression	BUD13	16288	TRUE
ENSG00000226645	AP006216.1	Gene Expression	AP006216.1	167	TRUE
ENSG00000109917	ZPR1	Gene Expression	ZPR1	25509	TRUE
ENSG00000110243	APOA5	Gene Expression	APOA5	8	TRUE
ENSG00000236267	AP006216.2	Gene Expression	AP006216.2	0	FALSE
ENSG00000285513	AP006216.3	Gene Expression	AP006216.3	0	FALSE
ENSG00000110244	APOA4	Gene Expression	APOA4	3	TRUE
ENSG00000110245	APOC3	Gene Expression	APOC3	4	TRUE
ENSG00000118137	APOA1	Gene Expression	APOA1	738	TRUE
ENSG00000235910	APOA1-AS	Gene Expression	APOA1-AS	15	TRUE
ENSG00000160584	SIK3	Gene Expression	SIK3	27947	TRUE
ENSG00000224077	AP000936.1	Gene Expression	AP000936.1	18	TRUE
ENSG00000168092	PAFAH1B2	Gene Expression	PAFAH1B2	48790	TRUE
ENSG00000149577	SIDT2	Gene Expression	SIDT2	16352	TRUE
ENSG00000149591	TAGLN	Gene Expression	TAGLN	15622	TRUE
ENSG00000160613	PCSK7	Gene Expression	PCSK7	123870	TRUE
ENSG00000167257	RNF214	Gene Expression	RNF214	15914	TRUE
ENSG00000186318	BACE1	Gene Expression	BACE1	7521	TRUE
ENSG00000278768	BACE1-AS	Gene Expression	BACE1-AS	5222	TRUE
ENSG00000110274	CEP164	Gene Expression	CEP164	27027	TRUE
ENSG00000250699	AP000892.1	Gene Expression	AP000892.1	2	FALSE
ENSG00000177103	DSCAML1	Gene Expression	DSCAML1	512	TRUE
ENSG00000270403	AP001554.1	Gene Expression	AP001554.1	867	TRUE
ENSG00000137731	FXYD2	Gene Expression	FXYD2	646	TRUE
ENSG00000254844	AP000757.2	Gene Expression	AP000757.2	0	FALSE
ENSG00000255245	FXYD6-FXYD2	Gene Expression	FXYD6-FXYD2	8	TRUE
ENSG00000254528	AP000757.1	Gene Expression	AP000757.1	58	TRUE
ENSG00000137726	FXYD6	Gene Expression	FXYD6	4734	TRUE
ENSG00000137747	TMPRSS13	Gene Expression	TMPRSS13	861	TRUE
ENSG00000110324	IL10RA	Gene Expression	IL10RA	16012	TRUE
ENSG00000255274	SMIM35	Gene Expression	SMIM35	95	TRUE
ENSG00000137648	TMPRSS4	Gene Expression	TMPRSS4	48061	TRUE
ENSG00000177098	SCN4B	Gene Expression	SCN4B	207	TRUE
ENSG00000149575	SCN2B	Gene Expression	SCN2B	95	TRUE
ENSG00000160593	JAML	Gene Expression	JAML	12817	TRUE
ENSG00000160588	MPZL3	Gene Expression	MPZL3	11598	TRUE
ENSG00000149573	MPZL2	Gene Expression	MPZL2	36686	TRUE
ENSG00000198851	CD3E	Gene Expression	CD3E	24913	TRUE
ENSG00000167286	CD3D	Gene Expression	CD3D	35278	TRUE
ENSG00000160654	CD3G	Gene Expression	CD3G	24072	TRUE
ENSG00000110344	UBE4A	Gene Expression	UBE4A	34724	TRUE
ENSG00000254873	AP001267.1	Gene Expression	AP001267.1	447	TRUE
ENSG00000167283	ATP5MG	Gene Expression	ATP5MG	161372	TRUE
ENSG00000255384	AP001267.2	Gene Expression	AP001267.2	262	TRUE
ENSG00000118058	KMT2A	Gene Expression	KMT2A	89750	TRUE
ENSG00000255435	AP001267.3	Gene Expression	AP001267.3	327	TRUE
ENSG00000172425	TTC36	Gene Expression	TTC36	579	TRUE
ENSG00000149582	TMEM25	Gene Expression	TMEM25	2857	TRUE
ENSG00000118096	IFT46	Gene Expression	IFT46	6961	TRUE
ENSG00000095139	ARCN1	Gene Expression	ARCN1	49479	TRUE
ENSG00000019144	PHLDB1	Gene Expression	PHLDB1	28187	TRUE
ENSG00000255176	AP000941.1	Gene Expression	AP000941.1	467	TRUE
ENSG00000118094	TREH	Gene Expression	TREH	1563	TRUE
ENSG00000255422	AP002954.1	Gene Expression	AP002954.1	226	TRUE
ENSG00000110367	DDX6	Gene Expression	DDX6	66367	TRUE
ENSG00000278376	AP004609.3	Gene Expression	AP004609.3	3448	TRUE
ENSG00000160683	CXCR5	Gene Expression	CXCR5	3630	TRUE
ENSG00000245869	AP004609.1	Gene Expression	AP004609.1	206	TRUE
ENSG00000186174	BCL9L	Gene Expression	BCL9L	23660	TRUE
ENSG00000110375	UPK2	Gene Expression	UPK2	75	TRUE
ENSG00000176302	FOXR1	Gene Expression	FOXR1	2	FALSE
ENSG00000255121	AP003392.4	Gene Expression	AP003392.4	1739	TRUE
ENSG00000186166	CCDC84	Gene Expression	CCDC84	24245	TRUE
ENSG00000254428	AP003392.1	Gene Expression	AP003392.1	147	TRUE
ENSG00000118181	RPS25	Gene Expression	RPS25	210621	TRUE
ENSG00000196655	TRAPPC4	Gene Expression	TRAPPC4	45926	TRUE
ENSG00000137700	SLC37A4	Gene Expression	SLC37A4	24769	TRUE
ENSG00000255114	AP003392.3	Gene Expression	AP003392.3	72	TRUE
ENSG00000149428	HYOU1	Gene Expression	HYOU1	31165	TRUE
ENSG00000271751	AP003392.5	Gene Expression	AP003392.5	221	TRUE
ENSG00000272186	AP003392.6	Gene Expression	AP003392.6	1189	TRUE
ENSG00000160695	VPS11	Gene Expression	VPS11	14795	TRUE
ENSG00000256269	HMBS	Gene Expression	HMBS	21723	TRUE
ENSG00000188486	H2AFX	Gene Expression	H2AFX	39082	TRUE
ENSG00000172269	DPAGT1	Gene Expression	DPAGT1	29988	TRUE
ENSG00000172375	C2CD2L	Gene Expression	C2CD2L	14508	TRUE
ENSG00000172273	HINFP	Gene Expression	HINFP	19677	TRUE
ENSG00000172350	ABCG4	Gene Expression	ABCG4	28	TRUE
ENSG00000160703	NLRX1	Gene Expression	NLRX1	5810	TRUE
ENSG00000172367	PDZD3	Gene Expression	PDZD3	18564	TRUE
ENSG00000248712	CCDC153	Gene Expression	CCDC153	2114	TRUE
ENSG00000110395	CBL	Gene Expression	CBL	25309	TRUE
ENSG00000076706	MCAM	Gene Expression	MCAM	15124	TRUE
ENSG00000173456	RNF26	Gene Expression	RNF26	11005	TRUE
ENSG00000245385	AP003396.1	Gene Expression	AP003396.1	6	TRUE
ENSG00000223953	C1QTNF5	Gene Expression	C1QTNF5	373	TRUE
ENSG00000235718	MFRP	Gene Expression	MFRP	0	FALSE
ENSG00000036672	USP2	Gene Expression	USP2	5982	TRUE
ENSG00000254740	AP003396.3	Gene Expression	AP003396.3	1	FALSE
ENSG00000245248	USP2-AS1	Gene Expression	USP2-AS1	702	TRUE
ENSG00000154096	THY1	Gene Expression	THY1	6021	TRUE
ENSG00000254561	AP003393.1	Gene Expression	AP003393.1	31	TRUE
ENSG00000110400	NECTIN1	Gene Expression	NECTIN1	16207	TRUE
ENSG00000255247	AP003390.2	Gene Expression	AP003390.2	0	FALSE
ENSG00000254854	AP003390.1	Gene Expression	AP003390.1	12	TRUE
ENSG00000254863	AP001360.1	Gene Expression	AP001360.1	3	TRUE
ENSG00000255216	AP001360.2	Gene Expression	AP001360.2	0	FALSE
ENSG00000137699	TRIM29	Gene Expression	TRIM29	7490	TRUE
ENSG00000176984	AP000679.1	Gene Expression	AP000679.1	50	TRUE
ENSG00000184232	OAF	Gene Expression	OAF	46793	TRUE
ENSG00000137709	POU2F3	Gene Expression	POU2F3	2604	TRUE
ENSG00000259541	AP001150.1	Gene Expression	AP001150.1	1	FALSE
ENSG00000181264	TMEM136	Gene Expression	TMEM136	2633	TRUE
ENSG00000196914	ARHGEF12	Gene Expression	ARHGEF12	60174	TRUE
ENSG00000149403	GRIK4	Gene Expression	GRIK4	92	TRUE
ENSG00000250493	AP004147.1	Gene Expression	AP004147.1	79	TRUE
ENSG00000154114	TBCEL	Gene Expression	TBCEL	7312	TRUE
ENSG00000285509	AP000646.1	Gene Expression	AP000646.1	50	TRUE
ENSG00000109927	TECTA	Gene Expression	TECTA	186	TRUE
ENSG00000109929	SC5D	Gene Expression	SC5D	23053	TRUE
ENSG00000246790	AP000977.1	Gene Expression	AP000977.1	741	TRUE
ENSG00000137642	SORL1	Gene Expression	SORL1	56531	TRUE
ENSG00000259571	BLID	Gene Expression	BLID	34	TRUE
ENSG00000255015	AP000755.1	Gene Expression	AP000755.1	1	FALSE
ENSG00000255219	AP000755.2	Gene Expression	AP000755.2	1	FALSE
ENSG00000154127	UBASH3B	Gene Expression	UBASH3B	4002	TRUE
ENSG00000109943	CRTAM	Gene Expression	CRTAM	3274	TRUE
ENSG00000109944	JHY	Gene Expression	JHY	3680	TRUE
ENSG00000188909	BSX	Gene Expression	BSX	0	FALSE
ENSG00000109971	HSPA8	Gene Expression	HSPA8	113663	TRUE
ENSG00000166250	CLMP	Gene Expression	CLMP	2064	TRUE
ENSG00000254710	AP001970.1	Gene Expression	AP001970.1	0	FALSE
ENSG00000254823	AP001782.1	Gene Expression	AP001782.1	1	FALSE
ENSG00000023171	GRAMD1B	Gene Expression	GRAMD1B	4119	TRUE
ENSG00000166257	SCN3B	Gene Expression	SCN3B	921	TRUE
ENSG00000254467	AP002765.1	Gene Expression	AP002765.1	1	FALSE
ENSG00000166261	ZNF202	Gene Expression	ZNF202	8790	TRUE
ENSG00000221931	OR6X1	Gene Expression	OR6X1	11	TRUE
ENSG00000196099	OR6M1	Gene Expression	OR6M1	7	TRUE
ENSG00000204300	TMEM225	Gene Expression	TMEM225	0	FALSE
ENSG00000181518	OR8D4	Gene Expression	OR8D4	710	TRUE
ENSG00000171014	OR4D5	Gene Expression	OR4D5	6	TRUE
ENSG00000181499	OR6T1	Gene Expression	OR6T1	0	FALSE
ENSG00000196248	OR10S1	Gene Expression	OR10S1	0	FALSE
ENSG00000198674	OR10G6	Gene Expression	OR10G6	2	FALSE
ENSG00000254737	OR10G4	Gene Expression	OR10G4	185	TRUE
ENSG00000236981	OR10G9	Gene Expression	OR10G9	1	FALSE
ENSG00000234560	OR10G8	Gene Expression	OR10G8	2	FALSE
ENSG00000182634	OR10G7	Gene Expression	OR10G7	0	FALSE
ENSG00000110002	VWA5A	Gene Expression	VWA5A	23013	TRUE
ENSG00000197309	OR10D3	Gene Expression	OR10D3	3	TRUE
ENSG00000197849	OR8G1	Gene Expression	OR8G1	2	FALSE
ENSG00000255298	OR8G5	Gene Expression	OR8G5	13	TRUE
ENSG00000196341	OR8D1	Gene Expression	OR8D1	20	TRUE
ENSG00000279116	OR8D2	Gene Expression	OR8D2	0	FALSE
ENSG00000284680	OR8B2	Gene Expression	OR8B2	0	FALSE
ENSG00000284609	OR8B3	Gene Expression	OR8B3	0	FALSE
ENSG00000280090	OR8B4	Gene Expression	OR8B4	0	FALSE
ENSG00000197125	OR8B8	Gene Expression	OR8B8	0	FALSE
ENSG00000170953	OR8B12	Gene Expression	OR8B12	0	FALSE
ENSG00000196119	OR8A1	Gene Expression	OR8A1	14	TRUE
ENSG00000154143	PANX3	Gene Expression	PANX3	4	TRUE
ENSG00000154144	TBRG1	Gene Expression	TBRG1	45916	TRUE
ENSG00000110013	SIAE	Gene Expression	SIAE	38155	TRUE
ENSG00000064199	SPA17	Gene Expression	SPA17	12756	TRUE
ENSG00000154146	NRGN	Gene Expression	NRGN	8434	TRUE
ENSG00000255045	AP000866.5	Gene Expression	AP000866.5	486	TRUE
ENSG00000019102	VSIG2	Gene Expression	VSIG2	37479	TRUE
ENSG00000149564	ESAM	Gene Expression	ESAM	12349	TRUE
ENSG00000250073	AP000866.2	Gene Expression	AP000866.2	5544	TRUE
ENSG00000120458	MSANTD2	Gene Expression	MSANTD2	13354	TRUE
ENSG00000245498	AP000866.1	Gene Expression	AP000866.1	2018	TRUE
ENSG00000154134	ROBO3	Gene Expression	ROBO3	8122	TRUE
ENSG00000254568	AP003501.1	Gene Expression	AP003501.1	17	TRUE
ENSG00000154133	ROBO4	Gene Expression	ROBO4	8768	TRUE
ENSG00000254943	AP003501.2	Gene Expression	AP003501.2	8	TRUE
ENSG00000165478	HEPACAM	Gene Expression	HEPACAM	21	TRUE
ENSG00000221932	HEPN1	Gene Expression	HEPN1	77	TRUE
ENSG00000149548	CCDC15	Gene Expression	CCDC15	4688	TRUE
ENSG00000134955	SLC37A2	Gene Expression	SLC37A2	4485	TRUE
ENSG00000150433	TMEM218	Gene Expression	TMEM218	17376	TRUE
ENSG00000255475	AP001007.2	Gene Expression	AP001007.2	0	FALSE
ENSG00000254880	PKNOX2-AS1	Gene Expression	PKNOX2-AS1	0	FALSE
ENSG00000165495	PKNOX2	Gene Expression	PKNOX2	294	TRUE
ENSG00000254932	AP001007.1	Gene Expression	AP001007.1	0	FALSE
ENSG00000149557	FEZ1	Gene Expression	FEZ1	2627	TRUE
ENSG00000149547	EI24	Gene Expression	EI24	62795	TRUE
ENSG00000254671	STT3A-AS1	Gene Expression	STT3A-AS1	17	TRUE
ENSG00000134910	STT3A	Gene Expression	STT3A	37955	TRUE
ENSG00000149554	CHEK1	Gene Expression	CHEK1	16972	TRUE
ENSG00000134940	ACRV1	Gene Expression	ACRV1	150	TRUE
ENSG00000171053	PATE1	Gene Expression	PATE1	13	TRUE
