annotation	N	fraction
Intron (ENST00000311637.9/10079, intron 4 of 22)	1	3.11924888486852e-05
Intron (ENST00000253861.5/60412, intron 11 of 17)	1	3.11924888486852e-05
Intron (ENST00000563635.5/4008, intron 13 of 14)	1	3.11924888486852e-05
Intron (ENST00000359236.10/54621, intron 2 of 8)	1	3.11924888486852e-05
Intron (ENST00000265361.8/10512, intron 2 of 17)	1	3.11924888486852e-05
Intron (ENST00000395863.8/655, intron 2 of 6)	1	3.11924888486852e-05
Intron (ENST00000602922.5/140711, intron 4 of 5)	1	3.11924888486852e-05
Intron (ENST00000658348.1/100507291, intron 5 of 6)	1	3.11924888486852e-05
Exon (ENST00000611364.2/ENST00000611364.2, exon 2 of 3)	1	3.11924888486852e-05
Intron (ENST00000488477.2/124907986, intron 1 of 3)	1	3.11924888486852e-05
Intron (ENST00000419211.2/ENST00000419211.2, intron 1 of 2)	1	3.11924888486852e-05
Intron (ENST00000356100.6/11122, intron 1 of 30)	1	3.11924888486852e-05
Intron (ENST00000487099.7/2649, intron 2 of 9)	1	3.11924888486852e-05
Intron (ENST00000439275.1/390, intron 1 of 4)	1	3.11924888486852e-05
Intron (ENST00000465654.5/8972, intron 2 of 5)	1	3.11924888486852e-05
Intron (ENST00000404816.7/4052, intron 2 of 33)	1	3.11924888486852e-05
Exon (ENST00000263035.9/55526, exon 8 of 17)	1	3.11924888486852e-05
Intron (ENST00000405109.5/166348, intron 4 of 5)	1	3.11924888486852e-05
Intron (ENST00000419079.1/101927960, intron 3 of 6)	1	3.11924888486852e-05
Intron (ENST00000519323.1/23643, intron 1 of 1)	1	3.11924888486852e-05
Intron (ENST00000452611.6/56341, intron 1 of 9)	1	3.11924888486852e-05
Intron (ENST00000401723.5/165186, intron 1 of 6)	1	3.11924888486852e-05
Intron (ENST00000275230.6/154091, intron 2 of 4)	1	3.11924888486852e-05
Intron (ENST00000396191.6/5137, intron 2 of 17)	1	3.11924888486852e-05
Intron (ENST00000588470.5/9710, intron 3 of 3)	1	3.11924888486852e-05
Exon (ENST00000428958.2/101927993, exon 3 of 4)	1	3.11924888486852e-05
Exon (ENST00000701183.1/ENST00000701183.1, exon 2 of 3)	1	3.11924888486852e-05
Intron (ENST00000338316.9/108, intron 14 of 24)	1	3.11924888486852e-05
Exon (ENST00000481638.1/59271, exon 2 of 2)	1	3.11924888486852e-05
Intron (ENST00000589718.5/79370, intron 3 of 6)	1	3.11924888486852e-05
Intron (ENST00000437261.1/ENST00000437261.1, intron 1 of 2)	1	3.11924888486852e-05
Intron (ENST00000655697.1/101929231, intron 3 of 3)	1	3.11924888486852e-05
Intron (ENST00000513982.5/1363, intron 1 of 3)	1	3.11924888486852e-05
Intron (ENST00000379310.8/23078, intron 37 of 44)	1	3.11924888486852e-05
Intron (ENST00000690734.1/ENST00000690734.1, intron 3 of 3)	1	3.11924888486852e-05
Intron (ENST00000218652.12/54602, intron 1 of 7)	1	3.11924888486852e-05
Intron (ENST00000336915.11/8631, intron 4 of 12)	1	3.11924888486852e-05
Intron (ENST00000419735.8/222255, intron 2 of 11)	1	3.11924888486852e-05
Intron (ENST00000334651.11/207063, intron 3 of 6)	1	3.11924888486852e-05
Intron (ENST00000396153.7/11124, intron 8 of 18)	1	3.11924888486852e-05
Intron (ENST00000327979.8/140876, intron 1 of 21)	1	3.11924888486852e-05
Exon (ENST00000515989.1/ENST00000515989.1, exon 1 of 1)	1	3.11924888486852e-05
Intron (ENST00000636165.1/105369917, intron 7 of 7)	1	3.11924888486852e-05
Intron (ENST00000375458.6/22837, intron 6 of 12)	1	3.11924888486852e-05
Intron (ENST00000446198.5/5420, intron 1 of 6)	1	3.11924888486852e-05
Intron (ENST00000659057.1/107984439, intron 1 of 2)	1	3.11924888486852e-05
Intron (ENST00000693273.1/9980, intron 4 of 33)	1	3.11924888486852e-05
Intron (ENST00000432054.6/23023, intron 1 of 3)	1	3.11924888486852e-05
Intron (ENST00000413927.5/6677, intron 1 of 3)	1	3.11924888486852e-05
Intron (ENST00000431117.1/ENST00000431117.1, intron 1 of 2)	1	3.11924888486852e-05
Intron (ENST00000507491.1/107984117, intron 1 of 3)	1	3.11924888486852e-05
Intron (ENST00000661014.1/105376363, intron 1 of 2)	1	3.11924888486852e-05
Intron (ENST00000396009.7/4773, intron 3 of 9)	1	3.11924888486852e-05
Intron (ENST00000265342.12/23105, intron 4 of 15)	1	3.11924888486852e-05
Intron (ENST00000650372.1/8647, intron 5 of 27)	1	3.11924888486852e-05
Exon (ENST00000261405.10/7450, exon 10 of 52)	1	3.11924888486852e-05
Intron (ENST00000382141.4/221178, intron 2 of 15)	1	3.11924888486852e-05
Intron (ENST00000462448.1/9263, intron 1 of 3)	1	3.11924888486852e-05
Intron (ENST00000345114.9/51085, intron 2 of 15)	1	3.11924888486852e-05
Intron (ENST00000268613.14/1012, intron 4 of 14)	1	3.11924888486852e-05
Exon (ENST00000424082.6/9649, exon 12 of 18)	1	3.11924888486852e-05
Intron (ENST00000690772.1/55068, intron 5 of 16)	1	3.11924888486852e-05
Exon (ENST00000266079.5/24148, exon 14 of 21)	1	3.11924888486852e-05
Exon (ENST00000536163.6/57189, exon 4 of 9)	1	3.11924888486852e-05
Intron (ENST00000307630.5/7532, intron 1 of 1)	1	3.11924888486852e-05
Intron (ENST00000513610.6/4651, intron 19 of 40)	1	3.11924888486852e-05
Intron (ENST00000537992.5/3696, intron 2 of 14)	1	3.11924888486852e-05
Intron (ENST00000460895.5/2047, intron 2 of 3)	1	3.11924888486852e-05
Intron (ENST00000618753.4/101929212, intron 3 of 3)	1	3.11924888486852e-05
Intron (ENST00000605292.5/ENST00000605292.5, intron 4 of 4)	1	3.11924888486852e-05
Intron (ENST00000671701.1/54536, intron 18 of 22)	1	3.11924888486852e-05
Intron (ENST00000339824.7/283455, intron 3 of 19)	1	3.11924888486852e-05
Intron (ENST00000527627.5/100506233, intron 2 of 2)	1	3.11924888486852e-05
Intron (ENST00000372391.7/9231, intron 1 of 31)	1	3.11924888486852e-05
Intron (ENST00000416713.5/151056, intron 1 of 10)	1	3.11924888486852e-05
Intron (ENST00000339514.8/4430, intron 28 of 28)	1	3.11924888486852e-05
Intron (ENST00000409318.2/11138, intron 1 of 19)	1	3.11924888486852e-05
Exon (ENST00000664963.1/102723446, exon 3 of 5)	1	3.11924888486852e-05
Intron (ENST00000433065.1/102724373, intron 5 of 5)	1	3.11924888486852e-05
Intron (ENST00000326685.11/22885, intron 3 of 20)	1	3.11924888486852e-05
Intron (ENST00000487742.7/107161151, intron 12 of 25)	1	3.11924888486852e-05
Exon (ENST00000523870.1/ENST00000523870.1, exon 1 of 3)	1	3.11924888486852e-05
Intron (ENST00000373325.6/60625, intron 2 of 20)	1	3.11924888486852e-05
Intron (ENST00000629263.3/57482, intron 1 of 4)	1	3.11924888486852e-05
Intron (ENST00000536108.7/23081, intron 8 of 17)	1	3.11924888486852e-05
Intron (ENST00000651429.1/105374591, intron 2 of 8)	1	3.11924888486852e-05
Intron (ENST00000419016.6/51510, intron 5 of 6)	1	3.11924888486852e-05
Intron (ENST00000392783.7/29994, intron 2 of 36)	1	3.11924888486852e-05
Exon (ENST00000606194.1/ENST00000606194.1, exon 1 of 1)	1	3.11924888486852e-05
Intron (ENST00000334534.10/128710, intron 4 of 7)	1	3.11924888486852e-05
Intron (ENST00000652190.1/124906055, intron 2 of 3)	1	3.11924888486852e-05
Exon (ENST00000479705.5/390003, exon 11 of 21)	1	3.11924888486852e-05
Intron (ENST00000634606.1/55277, intron 4 of 16)	1	3.11924888486852e-05
Exon (ENST00000685205.1/ENST00000685205.1, exon 1 of 1)	1	3.11924888486852e-05
Intron (ENST00000409978.7/100271715, intron 10 of 17)	1	3.11924888486852e-05
Intron (ENST00000533008.1/ENST00000533008.1, intron 2 of 3)	1	3.11924888486852e-05
Intron (ENST00000715677.1/105372950, intron 4 of 4)	1	3.11924888486852e-05
Intron (ENST00000551032.5/ENST00000551032.5, intron 2 of 2)	1	3.11924888486852e-05
Intron (ENST00000669691.1/2719, intron 3 of 5)	1	3.11924888486852e-05
Intron (ENST00000219746.14/27324, intron 3 of 6)	1	3.11924888486852e-05
Intron (ENST00000535324.1/ENST00000535324.1, intron 2 of 5)	1	3.11924888486852e-05
Intron (ENST00000664963.1/102723446, intron 1 of 4)	1	3.11924888486852e-05
Intron (ENST00000313640.11/94240, intron 1 of 12)	1	3.11924888486852e-05
Intron (ENST00000502942.5/7364, intron 1 of 5)	1	3.11924888486852e-05
Intron (ENST00000683023.1/817, intron 18 of 19)	1	3.11924888486852e-05
Intron (ENST00000552510.5/466, intron 2 of 4)	1	3.11924888486852e-05
Intron (ENST00000376462.5/56243, intron 6 of 18)	1	3.11924888486852e-05
Intron (ENST00000449022.7/93664, intron 1 of 29)	1	3.11924888486852e-05
Intron (ENST00000651649.1/100506380, intron 2 of 4)	1	3.11924888486852e-05
Intron (ENST00000429139.3/100379345, intron 1 of 1)	1	3.11924888486852e-05
Intron (ENST00000667232.1/105375451, intron 2 of 7)	1	3.11924888486852e-05
Intron (ENST00000266503.10/56938, intron 1 of 16)	1	3.11924888486852e-05
Intron (ENST00000415477.1/124901432, intron 4 of 4)	1	3.11924888486852e-05
Intron (ENST00000537971.5/10867, intron 2 of 7)	1	3.11924888486852e-05
Intron (ENST00000378993.6/11141, intron 5 of 10)	1	3.11924888486852e-05
Intron (ENST00000663306.1/107984525, intron 1 of 4)	1	3.11924888486852e-05
Intron (ENST00000593122.5/122965328, intron 1 of 2)	1	3.11924888486852e-05
Intron (ENST00000309447.6/57495, intron 6 of 6)	1	3.11924888486852e-05
Intron (ENST00000563922.1/ENST00000563922.1, intron 1 of 1)	1	3.11924888486852e-05
Intron (ENST00000440067.4/222235, intron 17 of 20)	1	3.11924888486852e-05
Intron (ENST00000662493.1/101930010, intron 1 of 2)	1	3.11924888486852e-05
Intron (ENST00000425176.5/107985855, intron 2 of 2)	1	3.11924888486852e-05
Intron (ENST00000665637.1/9771, intron 6 of 25)	1	3.11924888486852e-05
Intron (ENST00000635999.1/102723649, intron 2 of 2)	1	3.11924888486852e-05
Intron (ENST00000469005.2/11167, intron 2 of 10)	1	3.11924888486852e-05
Intron (ENST00000440314.7/84766, intron 2 of 19)	1	3.11924888486852e-05
Intron (ENST00000512884.5/306, intron 2 of 11)	1	3.11924888486852e-05
Intron (ENST00000327040.13/23362, intron 9 of 15)	1	3.11924888486852e-05
Intron (ENST00000545260.5/56288, intron 1 of 22)	1	3.11924888486852e-05
Intron (ENST00000685574.2/100996307, intron 2 of 3)	1	3.11924888486852e-05
Exon (ENST00000623827.1/ENST00000623827.1, exon 1 of 1)	1	3.11924888486852e-05
Intron (ENST00000470809.1/23139, intron 3 of 4)	1	3.11924888486852e-05
Intron (ENST00000370440.5/84146, intron 1 of 5)	1	3.11924888486852e-05
Intron (ENST00000204961.5/1947, intron 1 of 4)	1	3.11924888486852e-05
Exon (ENST00000512123.4/80144, exon 71 of 74)	1	3.11924888486852e-05
Intron (ENST00000361897.10/9722, intron 6 of 9)	1	3.11924888486852e-05
Intron (ENST00000449528.5/5218, intron 7 of 7)	1	3.11924888486852e-05
Intron (ENST00000480551.1/107986160, intron 1 of 2)	1	3.11924888486852e-05
Intron (ENST00000537971.5/10867, intron 1 of 7)	1	3.11924888486852e-05
Intron (ENST00000651340.1/ENST00000651340.1, intron 4 of 4)	1	3.11924888486852e-05
Intron (ENST00000321582.11/158135, intron 4 of 8)	1	3.11924888486852e-05
Intron (ENST00000283228.7/5801, intron 2 of 13)	1	3.11924888486852e-05
Intron (ENST00000005260.9/55971, intron 2 of 13)	1	3.11924888486852e-05
Intron (ENST00000264051.8/25791, intron 1 of 14)	1	3.11924888486852e-05
Intron (ENST00000644974.2/8844, intron 2 of 20)	1	3.11924888486852e-05
Intron (ENST00000407071.7/55083, intron 2 of 14)	1	3.11924888486852e-05
Intron (ENST00000381312.6/105, intron 2 of 9)	1	3.11924888486852e-05
Intron (ENST00000648000.1/102723644, intron 3 of 14)	1	3.11924888486852e-05
Intron (ENST00000404666.6/7447, intron 1 of 3)	1	3.11924888486852e-05
Intron (ENST00000609686.4/2904, intron 2 of 13)	1	3.11924888486852e-05
Intron (ENST00000478456.5/132204, intron 4 of 4)	1	3.11924888486852e-05
Intron (ENST00000263635.8/85461, intron 7 of 26)	1	3.11924888486852e-05
Intron (ENST00000265755.7/9569, intron 22 of 26)	1	3.11924888486852e-05
Intron (ENST00000466427.1/2692, intron 1 of 1)	1	3.11924888486852e-05
Exon (ENST00000700804.1/100128253, exon 2 of 4)	1	3.11924888486852e-05
Intron (ENST00000698500.1/57217, intron 4 of 21)	1	3.11924888486852e-05
Exon (ENST00000462602.6/23677, exon 4 of 4)	1	3.11924888486852e-05
Intron (ENST00000304129.9/84632, intron 5 of 18)	1	3.11924888486852e-05
Intron (ENST00000407010.7/729920, intron 3 of 9)	1	3.11924888486852e-05
Intron (ENST00000339877.8/11030, intron 5 of 6)	1	3.11924888486852e-05
Exon (ENST00000336934.10/90627, exon 7 of 14)	1	3.11924888486852e-05
Intron (ENST00000311191.10/23143, intron 1 of 18)	1	3.11924888486852e-05
Intron (ENST00000369005.6/10579, intron 5 of 22)	1	3.11924888486852e-05
Intron (ENST00000389727.8/100533183, intron 3 of 4)	1	3.11924888486852e-05
Intron (ENST00000273666.10/9515, intron 9 of 27)	1	3.11924888486852e-05
Intron (ENST00000370225.4/24, intron 11 of 49)	1	3.11924888486852e-05
Intron (ENST00000525566.6/7296, intron 3 of 16)	1	3.11924888486852e-05
Intron (ENST00000552205.6/105369915, intron 3 of 5)	1	3.11924888486852e-05
Intron (ENST00000281441.8/120224, intron 1 of 5)	1	3.11924888486852e-05
Intron (ENST00000257626.12/54103, intron 5 of 30)	1	3.11924888486852e-05
Intron (ENST00000376462.5/56243, intron 2 of 18)	1	3.11924888486852e-05
Intron (ENST00000675700.1/10529, intron 2 of 6)	1	3.11924888486852e-05
Intron (ENST00000376438.5/257019, intron 1 of 14)	1	3.11924888486852e-05
Exon (ENST00000423233.1/ENST00000423233.1, exon 1 of 2)	1	3.11924888486852e-05
Exon (ENST00000596632.1/ENST00000596632.1, exon 1 of 3)	1	3.11924888486852e-05
Intron (ENST00000670698.1/101927646, intron 1 of 1)	1	3.11924888486852e-05
Intron (ENST00000429911.5/56913, intron 2 of 3)	1	3.11924888486852e-05
Intron (ENST00000688782.1/124905177, intron 1 of 2)	1	3.11924888486852e-05
Intron (ENST00000445572.5/374491, intron 3 of 9)	1	3.11924888486852e-05
Exon (ENST00000652284.1/124900974, exon 2 of 3)	1	3.11924888486852e-05
Intron (ENST00000256458.5/3656, intron 3 of 12)	1	3.11924888486852e-05
Exon (ENST00000476130.2/ENST00000476130.2, exon 1 of 2)	1	3.11924888486852e-05
Intron (ENST00000581474.1/ENST00000581474.1, intron 1 of 1)	1	3.11924888486852e-05
Intron (ENST00000454222.5/7978, intron 3 of 4)	1	3.11924888486852e-05
Intron (ENST00000690069.1/102724497, intron 2 of 3)	1	3.11924888486852e-05
Intron (ENST00000409761.5/51678, intron 8 of 10)	1	3.11924888486852e-05
Intron (ENST00000320152.11/56952, intron 1 of 8)	1	3.11924888486852e-05
Intron (ENST00000617928.5/23191, intron 22 of 30)	1	3.11924888486852e-05
Intron (ENST00000359530.7/51606, intron 13 of 13)	1	3.11924888486852e-05
Exon (ENST00000257181.10/84950, exon 6 of 10)	1	3.11924888486852e-05
Intron (ENST00000635130.1/284788, intron 1 of 3)	1	3.11924888486852e-05
Intron (ENST00000547780.5/4848, intron 3 of 3)	1	3.11924888486852e-05
Intron (ENST00000413366.8/5578, intron 2 of 16)	1	3.11924888486852e-05
Intron (ENST00000428074.5/261729, intron 1 of 2)	1	3.11924888486852e-05
Intron (ENST00000287878.9/51422, intron 1 of 15)	1	3.11924888486852e-05
Intron (ENST00000265734.8/1021, intron 3 of 7)	1	3.11924888486852e-05
Intron (ENST00000670702.1/105372083, intron 2 of 3)	1	3.11924888486852e-05
Intron (ENST00000611255.5/83938, intron 2 of 6)	1	3.11924888486852e-05
Intron (ENST00000555922.1/105370445, intron 2 of 2)	1	3.11924888486852e-05
Intron (ENST00000637138.1/23108, intron 4 of 25)	1	3.11924888486852e-05
Intron (ENST00000483923.5/84795, intron 4 of 14)	1	3.11924888486852e-05
Intron (ENST00000644049.1/121601, intron 16 of 29)	1	3.11924888486852e-05
Intron (ENST00000504120.4/56147, intron 3 of 3)	1	3.11924888486852e-05
Intron (ENST00000675257.1/729920, intron 2 of 9)	1	3.11924888486852e-05
Intron (ENST00000646289.1/101929218, intron 7 of 7)	1	3.11924888486852e-05
Intron (ENST00000688813.1/105372564, intron 2 of 2)	1	3.11924888486852e-05
Intron (ENST00000644172.2/4661, intron 1 of 2)	1	3.11924888486852e-05
Intron (ENST00000431975.7/9465, intron 7 of 7)	1	3.11924888486852e-05
Intron (ENST00000672453.1/27241, intron 20 of 22)	1	3.11924888486852e-05
Intron (ENST00000418908.5/4430, intron 3 of 5)	1	3.11924888486852e-05
Intron (ENST00000637804.1/105374956, intron 3 of 5)	1	3.11924888486852e-05
Intron (ENST00000690965.1/ENST00000690965.1, intron 2 of 3)	1	3.11924888486852e-05
Intron (ENST00000245957.10/26074, intron 17 of 26)	1	3.11924888486852e-05
Intron (ENST00000361396.6/22873, intron 13 of 21)	1	3.11924888486852e-05
Intron (ENST00000648112.1/89876, intron 17 of 17)	1	3.11924888486852e-05
Intron (ENST00000369207.3/387712, intron 10 of 10)	1	3.11924888486852e-05
Intron (ENST00000491730.5/54847, intron 3 of 5)	1	3.11924888486852e-05
Intron (ENST00000328439.6/4661, intron 18 of 22)	1	3.11924888486852e-05
Intron (ENST00000648216.1/114783, intron 4 of 4)	1	3.11924888486852e-05
Intron (ENST00000020926.8/57586, intron 1 of 5)	1	3.11924888486852e-05
Intron (ENST00000643352.1/9414, intron 5 of 23)	1	3.11924888486852e-05
Intron (ENST00000691850.2/105379130, intron 1 of 1)	1	3.11924888486852e-05
Intron (ENST00000611745.2/222183, intron 3 of 14)	1	3.11924888486852e-05
Intron (ENST00000659024.1/4661, intron 15 of 16)	1	3.11924888486852e-05
Intron (ENST00000649387.1/ENST00000649387.1, intron 3 of 3)	1	3.11924888486852e-05
Intron (ENST00000246229.5/5326, intron 1 of 2)	1	3.11924888486852e-05
Intron (ENST00000525575.1/ENST00000525575.1, intron 1 of 1)	1	3.11924888486852e-05
Intron (ENST00000343958.9/55785, intron 2 of 20)	1	3.11924888486852e-05
Intron (ENST00000178640.10/5607, intron 3 of 21)	1	3.11924888486852e-05
Intron (ENST00000673912.1/400954, intron 2 of 42)	1	3.11924888486852e-05
Intron (ENST00000222572.8/5445, intron 1 of 8)	1	3.11924888486852e-05
Intron (ENST00000400206.7/102800317, intron 4 of 14)	1	3.11924888486852e-05
Intron (ENST00000356388.9/200734, intron 1 of 5)	1	3.11924888486852e-05
Intron (ENST00000659562.1/728730, intron 3 of 5)	1	3.11924888486852e-05
Intron (ENST00000685786.1/105371984, intron 1 of 1)	1	3.11924888486852e-05
Intron (ENST00000666814.1/107984642, intron 3 of 3)	1	3.11924888486852e-05
Intron (ENST00000295400.11/7039, intron 2 of 5)	1	3.11924888486852e-05
Intron (ENST00000493293.5/3918, intron 1 of 21)	1	3.11924888486852e-05
Intron (ENST00000376811.5/54981, intron 5 of 9)	1	3.11924888486852e-05
Intron (ENST00000468220.1/10686, intron 1 of 4)	1	3.11924888486852e-05
Intron (ENST00000369005.6/10579, intron 2 of 22)	1	3.11924888486852e-05
Intron (ENST00000663636.1/339788, intron 1 of 5)	1	3.11924888486852e-05
Intron (ENST00000420571.6/121551, intron 1 of 14)	1	3.11924888486852e-05
Exon (ENST00000553818.1/ENST00000553818.1, exon 1 of 4)	1	3.11924888486852e-05
Intron (ENST00000563635.5/4008, intron 8 of 14)	1	3.11924888486852e-05
Intron (ENST00000647613.1/55869, intron 5 of 11)	1	3.11924888486852e-05
Intron (ENST00000641128.1/101927152, intron 4 of 4)	1	3.11924888486852e-05
Intron (ENST00000406979.6/79582, intron 11 of 17)	1	3.11924888486852e-05
Exon (ENST00000664835.2/100505984, exon 2 of 2)	1	3.11924888486852e-05
Intron (ENST00000331299.6/89874, intron 2 of 9)	1	3.11924888486852e-05
Intron (ENST00000377304.7/221078, intron 5 of 10)	1	3.11924888486852e-05
Intron (ENST00000681517.1/1515, intron 2 of 9)	1	3.11924888486852e-05
Intron (ENST00000545028.2/57626, intron 7 of 9)	1	3.11924888486852e-05
Intron (ENST00000663078.1/400799, intron 2 of 4)	1	3.11924888486852e-05
Exon (ENST00000649640.1/ENST00000649640.1, exon 1 of 2)	1	3.11924888486852e-05
Intron (ENST00000368594.8/3632, intron 4 of 15)	1	3.11924888486852e-05
Intron (ENST00000650631.1/1805, intron 4 of 8)	1	3.11924888486852e-05
Exon (ENST00000559904.1/ENST00000559904.1, exon 2 of 2)	1	3.11924888486852e-05
Intron (ENST00000259056.5/11227, intron 1 of 9)	1	3.11924888486852e-05
Intron (ENST00000552828.5/10970, intron 2 of 2)	1	3.11924888486852e-05
Intron (ENST00000529225.5/85458, intron 2 of 5)	1	3.11924888486852e-05
Exon (ENST00000449300.1/ENST00000449300.1, exon 1 of 3)	1	3.11924888486852e-05
Intron (ENST00000527978.1/105376580, intron 3 of 3)	1	3.11924888486852e-05
Exon (ENST00000375915.4/728215, exon 2 of 3)	1	3.11924888486852e-05
Intron (ENST00000497512.5/901, intron 10 of 11)	1	3.11924888486852e-05
Intron (ENST00000650969.1/130340, intron 12 of 16)	1	3.11924888486852e-05
Intron (ENST00000305123.6/3667, intron 1 of 1)	1	3.11924888486852e-05
Intron (ENST00000517878.6/57210, intron 1 of 8)	1	3.11924888486852e-05
Exon (ENST00000542401.2/101928290, exon 5 of 5)	1	3.11924888486852e-05
Intron (ENST00000478456.5/132204, intron 3 of 4)	1	3.11924888486852e-05
Intron (ENST00000381340.8/3709, intron 2 of 56)	1	3.11924888486852e-05
Intron (ENST00000665600.1/101928022, intron 1 of 2)	1	3.11924888486852e-05
Intron (ENST00000298573.9/80824, intron 1 of 6)	1	3.11924888486852e-05
Exon (ENST00000461074.1/23101, exon 3 of 3)	1	3.11924888486852e-05
Intron (ENST00000661647.1/ENST00000661647.1, intron 1 of 2)	1	3.11924888486852e-05
Intron (ENST00000617204.4/9053, intron 3 of 17)	1	3.11924888486852e-05
Exon (ENST00000666597.1/ENST00000666597.1, exon 2 of 2)	1	3.11924888486852e-05
Intron (ENST00000652519.1/100616668, intron 2 of 6)	1	3.11924888486852e-05
Intron (ENST00000374016.5/50514, intron 4 of 7)	1	3.11924888486852e-05
Intron (ENST00000636307.1/285888, intron 2 of 6)	1	3.11924888486852e-05
Intron (ENST00000521746.5/59339, intron 2 of 8)	1	3.11924888486852e-05
Exon (ENST00000505893.6/574538, exon 2 of 10)	1	3.11924888486852e-05
Intron (ENST00000439384.6/1124, intron 2 of 6)	1	3.11924888486852e-05
Intron (ENST00000675702.1/10529, intron 3 of 8)	1	3.11924888486852e-05
Intron (ENST00000455435.1/91149, intron 1 of 2)	1	3.11924888486852e-05
Exon (ENST00000687802.1/ENST00000687802.1, exon 1 of 2)	1	3.11924888486852e-05
Exon (ENST00000668814.1/ENST00000668814.1, exon 5 of 5)	1	3.11924888486852e-05
Exon (ENST00000297323.12/107, exon 9 of 20)	1	3.11924888486852e-05
Intron (ENST00000310343.13/9743, intron 10 of 21)	1	3.11924888486852e-05
Intron (ENST00000641494.1/124904185, intron 1 of 5)	1	3.11924888486852e-05
Exon (ENST00000685145.1/101929709, exon 8 of 9)	1	3.11924888486852e-05
Intron (ENST00000430692.1/105373597, intron 1 of 1)	1	3.11924888486852e-05
Intron (ENST00000289119.7/171586, intron 4 of 8)	1	3.11924888486852e-05
Intron (ENST00000672722.1/2909, intron 1 of 6)	1	3.11924888486852e-05
Intron (ENST00000255559.8/201266, intron 4 of 9)	1	3.11924888486852e-05
Intron (ENST00000358791.9/55653, intron 4 of 5)	1	3.11924888486852e-05
Exon (ENST00000205386.8/22798, exon 12 of 34)	1	3.11924888486852e-05
Exon (ENST00000390376.2/ENST00000390376.2, exon 2 of 2)	1	3.11924888486852e-05
Intron (ENST00000354829.7/64816, intron 3 of 12)	1	3.11924888486852e-05
Intron (ENST00000263985.11/5188, intron 2 of 12)	1	3.11924888486852e-05
Intron (ENST00000245838.13/57187, intron 12 of 38)	1	3.11924888486852e-05
Intron (ENST00000449022.7/93664, intron 2 of 29)	1	3.11924888486852e-05
Intron (ENST00000479413.1/138241, intron 1 of 2)	1	3.11924888486852e-05
Intron (ENST00000361337.3/7150, intron 2 of 20)	1	3.11924888486852e-05
Exon (ENST00000605848.1/ENST00000605848.1, exon 1 of 1)	1	3.11924888486852e-05
Intron (ENST00000669704.1/729013, intron 1 of 1)	1	3.11924888486852e-05
Intron (ENST00000339824.7/283455, intron 4 of 19)	1	3.11924888486852e-05
Exon (ENST00000380601.2/ENST00000380601.2, exon 4 of 4)	1	3.11924888486852e-05
Intron (ENST00000524607.6/777, intron 8 of 11)	1	3.11924888486852e-05
Intron (ENST00000545260.5/56288, intron 20 of 22)	1	3.11924888486852e-05
Intron (ENST00000280886.12/22982, intron 29 of 36)	1	3.11924888486852e-05
Intron (ENST00000463469.5/11138, intron 1 of 4)	1	3.11924888486852e-05
Intron (ENST00000417811.2/100129460, intron 7 of 21)	1	3.11924888486852e-05
Intron (ENST00000409642.8/130576, intron 3 of 6)	1	3.11924888486852e-05
Intron (ENST00000525566.6/7296, intron 1 of 16)	1	3.11924888486852e-05
Intron (ENST00000374875.5/8829, intron 11 of 15)	1	3.11924888486852e-05
Intron (ENST00000649044.1/6519, intron 5 of 14)	1	3.11924888486852e-05
Intron (ENST00000318789.11/27086, intron 3 of 20)	1	3.11924888486852e-05
Intron (ENST00000621345.4/840, intron 2 of 6)	1	3.11924888486852e-05
Intron (ENST00000585287.5/4591, intron 4 of 4)	1	3.11924888486852e-05
Intron (ENST00000472558.6/25900, intron 3 of 4)	1	3.11924888486852e-05
Intron (ENST00000532841.5/283422, intron 1 of 1)	1	3.11924888486852e-05
Intron (ENST00000714389.1/7048, intron 6 of 6)	1	3.11924888486852e-05
Exon (ENST00000262753.9/79983, exon 4 of 17)	1	3.11924888486852e-05
Exon (ENST00000647661.1/ENST00000647661.1, exon 1 of 2)	1	3.11924888486852e-05
Intron (ENST00000340473.8/2963, intron 2 of 7)	1	3.11924888486852e-05
Intron (ENST00000257963.9/91, intron 1 of 8)	1	3.11924888486852e-05
Intron (ENST00000402685.7/29951, intron 3 of 9)	1	3.11924888486852e-05
Intron (ENST00000672722.1/2909, intron 2 of 6)	1	3.11924888486852e-05
Intron (ENST00000339877.8/11030, intron 4 of 6)	1	3.11924888486852e-05
Intron (ENST00000440835.6/5801, intron 9 of 9)	1	3.11924888486852e-05
Intron (ENST00000619168.5/57118, intron 3 of 10)	1	3.11924888486852e-05
Intron (ENST00000479039.3/401081, intron 1 of 2)	1	3.11924888486852e-05
Intron (ENST00000286574.9/11197, intron 2 of 9)	1	3.11924888486852e-05
Intron (ENST00000617956.1/107985442, intron 3 of 5)	1	3.11924888486852e-05
Intron (ENST00000702129.1/107986637, intron 2 of 2)	1	3.11924888486852e-05
Exon (ENST00000432386.1/441908, exon 2 of 13)	1	3.11924888486852e-05
Intron (ENST00000296794.10/64283, intron 1 of 34)	1	3.11924888486852e-05
Intron (ENST00000696229.1/647024, intron 1 of 5)	1	3.11924888486852e-05
Intron (ENST00000422415.2/ENST00000422415.2, intron 2 of 2)	1	3.11924888486852e-05
Intron (ENST00000081029.8/60488, intron 7 of 7)	1	3.11924888486852e-05
Intron (ENST00000506823.6/442117, intron 5 of 12)	1	3.11924888486852e-05
