annotation	N	fraction
Intron (ENST00000474820.5/5937, intron 2 of 15)	1	3.11924888486852e-05
Exon (ENST00000641354.1/124903834, exon 6 of 6)	1	3.11924888486852e-05
Intron (ENST00000326685.11/22885, intron 7 of 20)	1	3.11924888486852e-05
Intron (ENST00000254190.4/22856, intron 2 of 2)	1	3.11924888486852e-05
Intron (ENST00000554317.5/57452, intron 2 of 2)	1	3.11924888486852e-05
Exon (ENST00000565053.1/101927793, exon 3 of 3)	1	3.11924888486852e-05
Intron (ENST00000375820.10/1282, intron 1 of 51)	1	3.11924888486852e-05
Intron (ENST00000514747.6/54540, intron 1 of 8)	1	3.11924888486852e-05
Intron (ENST00000286063.11/50940, intron 10 of 19)	1	3.11924888486852e-05
Intron (ENST00000264187.7/4811, intron 9 of 19)	1	3.11924888486852e-05
Intron (ENST00000310546.3/92369, intron 2 of 2)	1	3.11924888486852e-05
Intron (ENST00000568886.5/55697, intron 6 of 12)	1	3.11924888486852e-05
Intron (ENST00000430365.7/9686, intron 2 of 4)	1	3.11924888486852e-05
Exon (ENST00000625157.1/ENST00000625157.1, exon 1 of 1)	1	3.11924888486852e-05
Intron (ENST00000641145.1/4782, intron 2 of 10)	1	3.11924888486852e-05
Intron (ENST00000420658.6/60312, intron 1 of 17)	1	3.11924888486852e-05
Exon (ENST00000623093.1/ENST00000623093.1, exon 1 of 1)	1	3.11924888486852e-05
Intron (ENST00000450454.7/6920, intron 7 of 10)	1	3.11924888486852e-05
Exon (ENST00000400362.4/642852, exon 3 of 3)	1	3.11924888486852e-05
Intron (ENST00000394030.8/868, intron 3 of 18)	1	3.11924888486852e-05
Intron (ENST00000367754.3/388714, intron 1 of 6)	1	3.11924888486852e-05
Intron (ENST00000610401.6/23648, intron 5 of 17)	1	3.11924888486852e-05
Intron (ENST00000648702.1/440574, intron 1 of 3)	1	3.11924888486852e-05
Intron (ENST00000339397.5/153443, intron 1 of 7)	1	3.11924888486852e-05
Intron (ENST00000339877.8/11030, intron 1 of 6)	1	3.11924888486852e-05
Intron (ENST00000464356.6/4209, intron 6 of 9)	1	3.11924888486852e-05
Exon (ENST00000686694.1/ENST00000686694.1, exon 2 of 2)	1	3.11924888486852e-05
Intron (ENST00000565079.5/57707, intron 1 of 3)	1	3.11924888486852e-05
Exon (ENST00000566702.1/ENST00000566702.1, exon 2 of 2)	1	3.11924888486852e-05
Intron (ENST00000356083.8/85301, intron 4 of 60)	1	3.11924888486852e-05
Intron (ENST00000371817.8/1289, intron 4 of 65)	1	3.11924888486852e-05
Intron (ENST00000522575.1/101929268, intron 2 of 3)	1	3.11924888486852e-05
Intron (ENST00000375001.8/1306, intron 5 of 41)	1	3.11924888486852e-05
Intron (ENST00000515007.6/10184, intron 1 of 2)	1	3.11924888486852e-05
Intron (ENST00000506583.5/56606, intron 2 of 13)	1	3.11924888486852e-05
Exon (ENST00000624820.2/ENST00000624820.2, exon 1 of 1)	1	3.11924888486852e-05
Exon (ENST00000474854.1/3720, exon 3 of 6)	1	3.11924888486852e-05
Intron (ENST00000310193.4/9420, intron 1 of 5)	1	3.11924888486852e-05
Intron (ENST00000334062.8/22821, intron 20 of 23)	1	3.11924888486852e-05
Intron (ENST00000538177.5/9154, intron 8 of 14)	1	3.11924888486852e-05
Intron (ENST00000650700.1/65997, intron 8 of 10)	1	3.11924888486852e-05
Intron (ENST00000367288.5/25802, intron 1 of 2)	1	3.11924888486852e-05
Intron (ENST00000666545.1/100506775, intron 1 of 3)	1	3.11924888486852e-05
Intron (ENST00000343218.10/1809, intron 1 of 13)	1	3.11924888486852e-05
Intron (ENST00000663444.1/105370504, intron 3 of 4)	1	3.11924888486852e-05
Intron (ENST00000254667.8/5791, intron 1 of 20)	1	3.11924888486852e-05
Intron (ENST00000262809.9/8178, intron 4 of 11)	1	3.11924888486852e-05
Intron (ENST00000646338.1/101928775, intron 2 of 2)	1	3.11924888486852e-05
Exon (ENST00000623789.1/ENST00000623789.1, exon 1 of 1)	1	3.11924888486852e-05
Intron (ENST00000261799.9/5159, intron 1 of 22)	1	3.11924888486852e-05
Intron (ENST00000662290.1/101929768, intron 1 of 4)	1	3.11924888486852e-05
Intron (ENST00000369902.8/51684, intron 11 of 11)	1	3.11924888486852e-05
Intron (ENST00000490605.3/51252, intron 12 of 16)	1	3.11924888486852e-05
Intron (ENST00000254051.11/84951, intron 4 of 12)	1	3.11924888486852e-05
Exon (ENST00000375315.8/84909, exon 4 of 17)	1	3.11924888486852e-05
Exon (ENST00000563574.1/ENST00000563574.1, exon 1 of 1)	1	3.11924888486852e-05
Intron (ENST00000625056.2/ENST00000625056.2, intron 2 of 2)	1	3.11924888486852e-05
Intron (ENST00000393409.3/5361, intron 3 of 31)	1	3.11924888486852e-05
Exon (ENST00000632314.1/55691, exon 5 of 5)	1	3.11924888486852e-05
Intron (ENST00000714076.1/2022, intron 2 of 13)	1	3.11924888486852e-05
Intron (ENST00000686129.1/1727, intron 1 of 4)	1	3.11924888486852e-05
Intron (ENST00000646520.1/7145, intron 19 of 32)	1	3.11924888486852e-05
Intron (ENST00000515007.6/10184, intron 2 of 2)	1	3.11924888486852e-05
Intron (ENST00000288368.5/80243, intron 1 of 39)	1	3.11924888486852e-05
Intron (ENST00000447607.5/4151, intron 2 of 3)	1	3.11924888486852e-05
Intron (ENST00000332853.9/196740, intron 1 of 7)	1	3.11924888486852e-05
Intron (ENST00000370225.4/24, intron 6 of 49)	1	3.11924888486852e-05
Intron (ENST00000361539.5/57795, intron 1 of 7)	1	3.11924888486852e-05
Intron (ENST00000324093.9/23129, intron 1 of 35)	1	3.11924888486852e-05
Intron (ENST00000687843.1/101929705, intron 1 of 4)	1	3.11924888486852e-05
Intron (ENST00000374270.8/64420, intron 12 of 16)	1	3.11924888486852e-05
Intron (ENST00000389131.8/4017, intron 10 of 13)	1	3.11924888486852e-05
Intron (ENST00000713711.1/845, intron 6 of 11)	1	3.11924888486852e-05
Intron (ENST00000261861.10/10391, intron 1 of 11)	1	3.11924888486852e-05
Exon (ENST00000637259.1/ENST00000637259.1, exon 1 of 3)	1	3.11924888486852e-05
Intron (ENST00000268489.10/463, intron 3 of 9)	1	3.11924888486852e-05
Intron (ENST00000490605.3/51252, intron 9 of 16)	1	3.11924888486852e-05
Exon (ENST00000669140.1/105378604, exon 2 of 2)	1	3.11924888486852e-05
Intron (ENST00000454651.2/107985246, intron 1 of 1)	1	3.11924888486852e-05
Intron (ENST00000648727.1/ENST00000648727.1, intron 1 of 1)	1	3.11924888486852e-05
Intron (ENST00000683500.2/256158, intron 22 of 97)	1	3.11924888486852e-05
Intron (ENST00000222823.9/10392, intron 1 of 13)	1	3.11924888486852e-05
Intron (ENST00000570049.5/146212, intron 2 of 15)	1	3.11924888486852e-05
Intron (ENST00000496887.7/3784, intron 15 of 15)	1	3.11924888486852e-05
Intron (ENST00000334018.11/129080, intron 4 of 14)	1	3.11924888486852e-05
Intron (ENST00000307358.7/94031, intron 1 of 8)	1	3.11924888486852e-05
Intron (ENST00000308508.5/1464, intron 1 of 9)	1	3.11924888486852e-05
Intron (ENST00000505133.5/100507487, intron 3 of 4)	1	3.11924888486852e-05
Intron (ENST00000357936.9/1644, intron 7 of 14)	1	3.11924888486852e-05
Intron (ENST00000341360.7/493, intron 2 of 21)	1	3.11924888486852e-05
Intron (ENST00000412387.5/124907970, intron 3 of 4)	1	3.11924888486852e-05
Intron (ENST00000438554.2/ENST00000438554.2, intron 1 of 1)	1	3.11924888486852e-05
Intron (ENST00000588552.5/5802, intron 1 of 30)	1	3.11924888486852e-05
Intron (ENST00000449576.6/23175, intron 1 of 21)	1	3.11924888486852e-05
Intron (ENST00000701429.1/ENST00000701429.1, intron 1 of 1)	1	3.11924888486852e-05
Exon (ENST00000619646.1/ENST00000619646.1, exon 1 of 1)	1	3.11924888486852e-05
Intron (ENST00000417957.1/ENST00000417957.1, intron 1 of 1)	1	3.11924888486852e-05
Intron (ENST00000564808.6/162073, intron 4 of 5)	1	3.11924888486852e-05
Intron (ENST00000330387.11/64764, intron 1 of 11)	1	3.11924888486852e-05
Intron (ENST00000303694.6/50515, intron 2 of 2)	1	3.11924888486852e-05
Exon (ENST00000583161.1/105371767, exon 3 of 3)	1	3.11924888486852e-05
Intron (ENST00000337195.11/1488, intron 2 of 10)	1	3.11924888486852e-05
Intron (ENST00000255305.11/64328, intron 9 of 22)	1	3.11924888486852e-05
Intron (ENST00000338458.8/50650, intron 2 of 12)	1	3.11924888486852e-05
Intron (ENST00000263073.11/23293, intron 12 of 18)	1	3.11924888486852e-05
Intron (ENST00000407351.5/63892, intron 21 of 22)	1	3.11924888486852e-05
Intron (ENST00000263579.5/28960, intron 2 of 5)	1	3.11924888486852e-05
Intron (ENST00000375799.8/23207, intron 1 of 19)	1	3.11924888486852e-05
Intron (ENST00000651438.1/80781, intron 3 of 41)	1	3.11924888486852e-05
Intron (ENST00000685771.1/10533, intron 19 of 19)	1	3.11924888486852e-05
Intron (ENST00000318579.9/4222, intron 1 of 2)	1	3.11924888486852e-05
Intron (ENST00000433770.3/101929951, intron 1 of 1)	1	3.11924888486852e-05
Intron (ENST00000682707.1/84251, intron 2 of 22)	1	3.11924888486852e-05
Exon (ENST00000463422.5/84913, exon 3 of 3)	1	3.11924888486852e-05
Intron (ENST00000361226.8/9853, intron 1 of 11)	1	3.11924888486852e-05
Exon (ENST00000548162.2/4323, exon 10 of 10)	1	3.11924888486852e-05
Intron (ENST00000259371.7/153090, intron 3 of 16)	1	3.11924888486852e-05
Exon (ENST00000421190.2/ENST00000421190.2, exon 3 of 3)	1	3.11924888486852e-05
Intron (ENST00000544260.3/57509, intron 5 of 11)	1	3.11924888486852e-05
Intron (ENST00000667359.1/101927495, intron 3 of 3)	1	3.11924888486852e-05
Intron (ENST00000514506.1/100288866, intron 1 of 2)	1	3.11924888486852e-05
Exon (ENST00000334186.9/8541, exon 15 of 30)	1	3.11924888486852e-05
Intron (ENST00000645237.2/10257, intron 1 of 30)	1	3.11924888486852e-05
Intron (ENST00000361069.9/10319, intron 1 of 27)	1	3.11924888486852e-05
Intron (ENST00000371227.8/10580, intron 28 of 31)	1	3.11924888486852e-05
Intron (ENST00000309099.7/116535, intron 2 of 2)	1	3.11924888486852e-05
Intron (ENST00000448504.6/22901, intron 8 of 11)	1	3.11924888486852e-05
Intron (ENST00000457178.1/ENST00000457178.1, intron 1 of 2)	1	3.11924888486852e-05
Intron (ENST00000374736.8/19, intron 5 of 49)	1	3.11924888486852e-05
Intron (ENST00000371191.5/4774, intron 10 of 10)	1	3.11924888486852e-05
Intron (ENST00000337959.8/11252, intron 1 of 9)	1	3.11924888486852e-05
Exon (ENST00000501541.1/ENST00000501541.1, exon 1 of 2)	1	3.11924888486852e-05
Intron (ENST00000576036.5/9516, intron 1 of 3)	1	3.11924888486852e-05
Intron (ENST00000521913.7/1808, intron 8 of 13)	1	3.11924888486852e-05
Intron (ENST00000586325.5/9489, intron 2 of 3)	1	3.11924888486852e-05
Intron (ENST00000318442.6/167465, intron 3 of 4)	1	3.11924888486852e-05
Intron (ENST00000505113.6/116412618, intron 6 of 12)	1	3.11924888486852e-05
Intron (ENST00000530600.1/ENST00000530600.1, intron 1 of 1)	1	3.11924888486852e-05
Intron (ENST00000369774.9/9644, intron 6 of 14)	1	3.11924888486852e-05
Intron (ENST00000517951.5/8728, intron 8 of 22)	1	3.11924888486852e-05
Intron (ENST00000389048.8/238, intron 4 of 28)	1	3.11924888486852e-05
Intron (ENST00000412676.5/1240, intron 1 of 2)	1	3.11924888486852e-05
Intron (ENST00000381486.7/9687, intron 7 of 32)	1	3.11924888486852e-05
Exon (ENST00000437712.1/ENST00000437712.1, exon 2 of 2)	1	3.11924888486852e-05
Intron (ENST00000438247.1/ENST00000438247.1, intron 2 of 2)	1	3.11924888486852e-05
Intron (ENST00000641145.1/4782, intron 3 of 10)	1	3.11924888486852e-05
Intron (ENST00000394419.9/87, intron 1 of 21)	1	3.11924888486852e-05
Intron (ENST00000354670.9/90427, intron 4 of 4)	1	3.11924888486852e-05
Intron (ENST00000633445.2/57636, intron 6 of 23)	1	3.11924888486852e-05
Intron (ENST00000328041.11/57419, intron 1 of 16)	1	3.11924888486852e-05
Intron (ENST00000369005.6/10579, intron 6 of 22)	1	3.11924888486852e-05
Intron (ENST00000663561.1/400867, intron 2 of 2)	1	3.11924888486852e-05
Intron (ENST00000656961.1/ENST00000656961.1, intron 2 of 2)	1	3.11924888486852e-05
Intron (ENST00000262031.10/5939, intron 2 of 13)	1	3.11924888486852e-05
Intron (ENST00000585421.5/7077, intron 3 of 4)	1	3.11924888486852e-05
Intron (ENST00000228741.8/2004, intron 2 of 4)	1	3.11924888486852e-05
Intron (ENST00000481124.5/81619, intron 2 of 5)	1	3.11924888486852e-05
Exon (ENST00000558375.1/ENST00000558375.1, exon 1 of 3)	1	3.11924888486852e-05
Intron (ENST00000554479.5/2009, intron 1 of 10)	1	3.11924888486852e-05
Exon (ENST00000649682.2/ENST00000649682.2, exon 1 of 4)	1	3.11924888486852e-05
Intron (ENST00000272167.10/2052, intron 1 of 8)	1	3.11924888486852e-05
Intron (ENST00000557900.1/ENST00000557900.1, intron 1 of 1)	1	3.11924888486852e-05
Intron (ENST00000402984.7/2192, intron 15 of 15)	1	3.11924888486852e-05
Intron (ENST00000263674.4/9828, intron 1 of 20)	1	3.11924888486852e-05
Exon (ENST00000586226.3/ENST00000586226.3, exon 1 of 2)	1	3.11924888486852e-05
Exon (ENST00000470614.1/ENST00000470614.1, exon 1 of 1)	1	3.11924888486852e-05
Exon (ENST00000652705.1/ENST00000652705.1, exon 3 of 3)	1	3.11924888486852e-05
Intron (ENST00000443866.2/728763, intron 31 of 31)	1	3.11924888486852e-05
Intron (ENST00000357232.10/54798, intron 1 of 19)	1	3.11924888486852e-05
Exon (ENST00000398022.7/9777, exon 13 of 18)	1	3.11924888486852e-05
Intron (ENST00000329841.10/220, intron 9 of 12)	1	3.11924888486852e-05
Exon (ENST00000621707.1/ENST00000621707.1, exon 1 of 1)	1	3.11924888486852e-05
Intron (ENST00000256458.5/3656, intron 1 of 12)	1	3.11924888486852e-05
Exon (ENST00000657330.1/ENST00000657330.1, exon 1 of 3)	1	3.11924888486852e-05
Intron (ENST00000628607.2/ENST00000628607.2, intron 4 of 4)	1	3.11924888486852e-05
Intron (ENST00000373277.8/10044, intron 8 of 10)	1	3.11924888486852e-05
Exon (ENST00000451545.1/ENST00000451545.1, exon 1 of 2)	1	3.11924888486852e-05
Exon (ENST00000529924.6/3587, exon 6 of 6)	1	3.11924888486852e-05
Intron (ENST00000395011.5/55222, intron 2 of 3)	1	3.11924888486852e-05
Intron (ENST00000336505.11/286205, intron 2 of 17)	1	3.11924888486852e-05
Intron (ENST00000377126.4/687, intron 1 of 1)	1	3.11924888486852e-05
Intron (ENST00000574224.2/4363, intron 5 of 11)	1	3.11924888486852e-05
Exon (ENST00000494902.1/ENST00000494902.1, exon 1 of 1)	1	3.11924888486852e-05
Intron (ENST00000268489.10/463, intron 1 of 9)	1	3.11924888486852e-05
Exon (ENST00000634100.1/ENST00000634100.1, exon 1 of 3)	1	3.11924888486852e-05
Intron (ENST00000634870.1/101928079, intron 1 of 5)	1	3.11924888486852e-05
Intron (ENST00000421812.3/90874, intron 1 of 2)	1	3.11924888486852e-05
Intron (ENST00000647105.1/101927421, intron 4 of 6)	1	3.11924888486852e-05
Intron (ENST00000253506.9/4772, intron 9 of 9)	1	3.11924888486852e-05
Intron (ENST00000520644.1/23516, intron 1 of 1)	1	3.11924888486852e-05
Intron (ENST00000345851.8/10612, intron 1 of 11)	1	3.11924888486852e-05
Exon (ENST00000623468.1/ENST00000623468.1, exon 1 of 1)	1	3.11924888486852e-05
Intron (ENST00000524834.5/6484, intron 6 of 6)	1	3.11924888486852e-05
Intron (ENST00000262809.9/8178, intron 5 of 11)	1	3.11924888486852e-05
Intron (ENST00000309446.11/8609, intron 1 of 3)	1	3.11924888486852e-05
Intron (ENST00000443515.1/ENST00000443515.1, intron 1 of 2)	1	3.11924888486852e-05
Intron (ENST00000335670.11/6095, intron 1 of 10)	1	3.11924888486852e-05
Intron (ENST00000335154.10/91010, intron 1 of 25)	1	3.11924888486852e-05
Intron (ENST00000714452.1/7292, intron 2 of 6)	1	3.11924888486852e-05
Intron (ENST00000453507.7/11343, intron 5 of 6)	1	3.11924888486852e-05
Intron (ENST00000616978.5/84679, intron 14 of 16)	1	3.11924888486852e-05
Intron (ENST00000713655.1/22874, intron 1 of 22)	1	3.11924888486852e-05
Intron (ENST00000392982.8/340706, intron 5 of 13)	1	3.11924888486852e-05
Intron (ENST00000686039.1/4638, intron 6 of 15)	1	3.11924888486852e-05
Intron (ENST00000303375.10/9902, intron 1 of 29)	1	3.11924888486852e-05
Intron (ENST00000662234.1/100507291, intron 4 of 7)	1	3.11924888486852e-05
Intron (ENST00000404621.5/9612, intron 20 of 46)	1	3.11924888486852e-05
Intron (ENST00000415807.7/64778, intron 3 of 25)	1	3.11924888486852e-05
Intron (ENST00000011684.11/55200, intron 13 of 15)	1	3.11924888486852e-05
Intron (ENST00000502767.1/105371433, intron 1 of 2)	1	3.11924888486852e-05
Intron (ENST00000341259.7/10019, intron 1 of 7)	1	3.11924888486852e-05
Exon (ENST00000624711.1/ENST00000624711.1, exon 1 of 4)	1	3.11924888486852e-05
Intron (ENST00000663078.1/400799, intron 3 of 4)	1	3.11924888486852e-05
Intron (ENST00000698500.1/57217, intron 21 of 21)	1	3.11924888486852e-05
Intron (ENST00000371191.5/4774, intron 2 of 10)	1	3.11924888486852e-05
Exon (ENST00000335616.3/388282, exon 4 of 4)	1	3.11924888486852e-05
Intron (ENST00000638394.2/166336, intron 6 of 7)	1	3.11924888486852e-05
Intron (ENST00000244769.8/6310, intron 3 of 8)	1	3.11924888486852e-05
Intron (ENST00000558239.5/8854, intron 2 of 3)	1	3.11924888486852e-05
Intron (ENST00000430799.7/8289, intron 1 of 19)	1	3.11924888486852e-05
Exon (ENST00000607644.1/ENST00000607644.1, exon 1 of 4)	1	3.11924888486852e-05
Intron (ENST00000355585.9/8871, intron 7 of 26)	1	3.11924888486852e-05
Intron (ENST00000345097.8/1112, intron 3 of 6)	1	3.11924888486852e-05
Intron (ENST00000329654.8/5142, intron 7 of 16)	1	3.11924888486852e-05
Intron (ENST00000324109.9/23268, intron 1 of 16)	1	3.11924888486852e-05
Exon (ENST00000425578.1/105373496, exon 3 of 3)	1	3.11924888486852e-05
Exon (ENST00000474271.1/84334, exon 4 of 4)	1	3.11924888486852e-05
Intron (ENST00000682292.1/4650, intron 1 of 39)	1	3.11924888486852e-05
Intron (ENST00000696034.1/100, intron 1 of 10)	1	3.11924888486852e-05
Exon (ENST00000541323.1/5157, exon 5 of 7)	1	3.11924888486852e-05
Intron (ENST00000454685.6/85377, intron 13 of 15)	1	3.11924888486852e-05
Intron (ENST00000284776.11/8470, intron 1 of 20)	1	3.11924888486852e-05
Intron (ENST00000307149.10/91949, intron 7 of 16)	1	3.11924888486852e-05
Intron (ENST00000703983.1/23177, intron 1 of 5)	1	3.11924888486852e-05
Intron (ENST00000649869.1/105371082, intron 1 of 2)	1	3.11924888486852e-05
Intron (ENST00000626206.1/123706536, intron 1 of 3)	1	3.11924888486852e-05
Exon (ENST00000404621.5/9612, exon 7 of 47)	1	3.11924888486852e-05
Exon (ENST00000623420.1/ENST00000623420.1, exon 1 of 1)	1	3.11924888486852e-05
Intron (ENST00000640168.2/5978, intron 2 of 2)	1	3.11924888486852e-05
Intron (ENST00000262498.8/29105, intron 1 of 5)	1	3.11924888486852e-05
Intron (ENST00000418818.6/84858, intron 1 of 3)	1	3.11924888486852e-05
Exon (ENST00000449193.7/387640, exon 4 of 4)	1	3.11924888486852e-05
Exon (ENST00000372591.1/100132074, exon 2 of 2)	1	3.11924888486852e-05
Intron (ENST00000713932.1/4634, intron 6 of 7)	1	3.11924888486852e-05
Exon (ENST00000530049.1/ENST00000530049.1, exon 1 of 2)	1	3.11924888486852e-05
Intron (ENST00000367103.4/9261, intron 1 of 9)	1	3.11924888486852e-05
Exon (ENST00000564843.2/101928611, exon 4 of 5)	1	3.11924888486852e-05
Intron (ENST00000376236.9/54518, intron 2 of 14)	1	3.11924888486852e-05
Intron (ENST00000559362.5/11214, intron 12 of 14)	1	3.11924888486852e-05
Intron (ENST00000377833.10/8029, intron 28 of 66)	1	3.11924888486852e-05
Intron (ENST00000335223.5/138428, intron 1 of 2)	1	3.11924888486852e-05
Exon (ENST00000689427.2/ENST00000689427.2, exon 1 of 1)	1	3.11924888486852e-05
Intron (ENST00000356805.9/6711, intron 17 of 35)	1	3.11924888486852e-05
Exon (ENST00000702361.1/ENST00000702361.1, exon 1 of 1)	1	3.11924888486852e-05
Exon (ENST00000508827.1/101927780, exon 4 of 5)	1	3.11924888486852e-05
Intron (ENST00000699402.1/2214, intron 1 of 3)	1	3.11924888486852e-05
Intron (ENST00000231656.13/1044, intron 1 of 2)	1	3.11924888486852e-05
Intron (ENST00000192314.7/64090, intron 1 of 3)	1	3.11924888486852e-05
Intron (ENST00000649996.1/8671, intron 2 of 26)	1	3.11924888486852e-05
Intron (ENST00000481806.1/8808, intron 7 of 9)	1	3.11924888486852e-05
Intron (ENST00000555070.1/1112, intron 2 of 3)	1	3.11924888486852e-05
Intron (ENST00000704337.1/6497, intron 1 of 3)	1	3.11924888486852e-05
Intron (ENST00000491526.6/57224, intron 1 of 3)	1	3.11924888486852e-05
Exon (ENST00000669787.1/ENST00000669787.1, exon 1 of 4)	1	3.11924888486852e-05
Intron (ENST00000532242.2/105376569, intron 2 of 3)	1	3.11924888486852e-05
Exon (ENST00000701760.1/ENST00000701760.1, exon 1 of 2)	1	3.11924888486852e-05
Intron (ENST00000433674.6/824, intron 2 of 20)	1	3.11924888486852e-05
Intron (ENST00000698239.1/79991, intron 4 of 11)	1	3.11924888486852e-05
Intron (ENST00000360954.3/9953, intron 1 of 1)	1	3.11924888486852e-05
Intron (ENST00000574767.5/57521, intron 8 of 11)	1	3.11924888486852e-05
