cluster	gene	avg_log_normalized_expression	pct_expressing	cluster_cell_count
13	CLEC9A	0.0601066753569584	0.0428826682549136	1679
13	XCR1	0.0429846578732719	0.0297796307325789	1679
13	IL3RA	0.0555243865153096	0.0512209648600357	1679
13	LAMP3	0.86202572208641	0.391304347826087	1679
13	FSCN1	0.768461401232681	0.288266825491364	1679
13	CCL19	0.241996589752964	0.108993448481239	1679
13	TPSAB1	0.0725257860239122	0.110780226325194	1679
13	TPSB2	0.134290327387593	0.168552709946397	1679
13	CPA3	0.0421025067029799	0.0678975580702799	1679
13	KIT	0.0200348519035441	0.0262060750446695	1679
13	MKI67	0.0238825231421228	0.0279928528886242	1679
13	TOP2A	0.0287119705094934	0.03394877903514	1679
13	STMN1	0.257908134634824	0.189398451459202	1679
13	EPCAM	0.0209113886110394	0.0416914830256105	1679
13	KRT8	0.103489475895673	0.151876116736152	1679
13	KRT18	0.0760618132381138	0.0994639666468136	1679
13	KRT19	0.0452480898326361	0.0637284097677189	1679
13	COL1A1	0.0521035456817217	0.0786182251340083	1679
13	COL1A2	0.0205520160522811	0.0512209648600357	1679
13	COL3A1	0.0306460131788287	0.0601548540798094	1679
13	RGS5	0.0315231339223254	0.0643240023823705	1679
13	PECAM1	0.171986277257611	0.142346634901727	1679
13	VWF	0.00681537390843725	0.01131625967838	1679
13	PLVAP	0.024642753073666	0.0363311494937463	1679
14	CD3D	0.309848247365391	0.161785216178522	1434
14	CD3E	0.313140997987457	0.171548117154812	1434
14	TRAC	0.325192971903948	0.166666666666667	1434
14	CD4	0.0885933814952	0.0606694560669456	1434
14	IL7R	0.302530223644372	0.169456066945607	1434
14	CCR7	0.0955988390591943	0.0571827057182706	1434
14	LTB	0.333405267907229	0.170850767085077	1434
14	MALAT1	4.83584252638516	0.99163179916318	1434
14	FOXP3	0.0562723216589379	0.0355648535564854	1434
14	IL2RA	0.0923143627456635	0.0767085076708508	1434
14	CTLA4	0.0884281751148763	0.0599721059972106	1434
14	CD8A	0.146245768076319	0.0808926080892608	1434
14	CD8B	0.0713776309230339	0.0390516039051604	1434
14	GZMK	0.0883168428873929	0.0502092050209205	1434
14	CCL5	1.09896200018711	0.603207810320781	1434
14	NKG7	0.290914451696317	0.138075313807531	1434
14	GNLY	0.223132398082218	0.124128312412831	1434
14	GZMB	0.166609500054375	0.0878661087866109	1434
14	PRF1	0.124780947370568	0.0697350069735007	1434
14	KLRD1	0.238251320257735	0.229428172942817	1434
14	FCER1G	0.334150851098894	0.208507670850767	1434
14	TRDC	0.0296200725065994	0.0167364016736402	1434
14	MS4A1	0.25877021427253	0.099023709902371	1434
14	CD79A	0.262910645704751	0.152719665271967	1434
14	CD74	1.38594384941377	0.617154811715481	1434
14	CD37	0.436886923709774	0.267085076708508	1434
14	CD27	0.0843084718586788	0.0683403068340307	1434
14	MZB1	0.697882625191616	0.317991631799163	1434
14	JCHAIN	1.23470719573198	0.48884239888424	1434
14	XBP1	0.56827102336779	0.298465829846583	1434
14	SDC1	0.0730755045700754	0.0523012552301255	1434
14	LYZ	0.528038881440414	0.345188284518828	1434
14	LST1	0.297248121228612	0.177126917712692	1434
14	S100A8	0.808393594818763	0.322873082287308	1434
