gene	cluster	avgExpr	logFC	statistic	auc	pval	padj	pct_in	pct_out	resolution	positive_direction	passes_primary_filter	rank
PTMA	1	3.08939096280018	1.35059071304645	1119956091.5	0.771584343693521	0	0	91.7922395931437	70.9879884712733	0.2	TRUE	TRUE	2
TRBC2	1	1.70821224366395	1.44690577062601	1117104095	0.769619484656305	0	0	66.3778489357695	20.712206112566	0.2	TRUE	TRUE	3
RPL23A	1	2.6108326434815	1.25982881023735	1107342126	0.762894058096114	0	0	87.8979092107742	62.752556656084	0.2	TRUE	TRUE	4
RPL13A	1	3.10966243169705	1.3141496849814	1104043014	0.760621162590111	0	0	90.8127707666227	70.3896065895159	0.2	TRUE	TRUE	5
RPLP1	1	3.50101486939276	1.29705310491031	1101397717	0.758798707437529	0	0	92.4279525334338	76.4465772263756	0.2	TRUE	TRUE	6
EEF1A1	1	4.22588615031846	1.37004046234899	1099575916.5	0.757543593282785	0	0	95.2580523639103	85.0697136837793	0.2	TRUE	TRUE	7
RPLP2	1	2.6293509701595	1.19917502666623	1095941926.5	0.755039986391033	0	0	89.0704464117536	65.9726997410426	0.2	TRUE	TRUE	8
RPS15A	1	2.50490756278484	1.17290219991781	1085887858.5	0.74811332067788	0	0	86.838387643624	63.7576626530702	0.2	TRUE	TRUE	9
RPS19	1	2.73448463545466	1.21666186812856	1082481860	0.74576678661535	0	0	87.9026181955171	65.2587379848137	0.2	TRUE	TRUE	10
RPS27A	1	2.77052310960659	1.22837557883358	1080448772.5	0.744366108056373	0	0	87.8979092107742	65.1680297288994	0.2	TRUE	TRUE	11
RPS12	1	2.89202099790368	1.25875610679701	1074566781	0.740313759410222	0	0	88.7879073271803	66.4906146215856	0.2	TRUE	TRUE	12
RPL28	1	2.93621250538952	1.14628661520897	1070249989	0.737339741814836	0	0	89.8521378790733	72.8387294992027	0.2	TRUE	TRUE	13
TMSB4X	1	4.36104041991679	1.00419481685116	1069222767	0.736632045844687	0	0	96.3034469768318	93.9049904171117	0.2	TRUE	TRUE	14
RPL30	1	2.73965375083357	1.14545267562152	1068554329.5	0.736171531442693	0	0	88.6230928611791	69.1226170794868	0.2	TRUE	TRUE	15
IL32	1	1.62191644041597	1.24088997736146	1067156916	0.735208795147539	0	0	65.1723488415898	29.7142689938699	0.2	TRUE	TRUE	16
RPS29	1	2.04118189473277	0.938556226449353	1067136723	0.735194883349772	0	0	88.5289131663214	65.8922327398282	0.2	TRUE	TRUE	17
RPL10	1	3.02814727195615	1.17979066732135	1061126193.5	0.731053979528001	0	0	89.7909210774157	69.90680458223	0.2	TRUE	TRUE	18
RPS20	1	2.36665044380659	1.07227669106017	1060446898	0.730585984598093	0	0	85.9578074967037	62.1410074468552	0.2	TRUE	TRUE	19
RPS25	1	2.20768654422429	1.02410483071892	1060196944	0.730413780888941	0	0	84.8888679600678	61.0086172843119	0.2	TRUE	TRUE	20
RPL13	1	3.14990670103608	1.23345001609987	1056681618	0.727991926563433	0	0	90.1770578263326	69.5395824494155	0.2	TRUE	TRUE	21
RPL41	1	2.80327984367304	0.99058858461799	1055514107	0.727187579664901	0	0	92.2207572047467	76.8620795599187	0.2	TRUE	TRUE	22
RPS2	1	2.73702830378867	1.13421350447824	1050925204	0.72402609348129	0	0	87.5306084008288	66.7086070430572	0.2	TRUE	TRUE	23
CALM1	1	2.06179042830269	1.05294517800463	1050182587	0.72351447373574	0	0	80.3446976831795	55.342277362438	0.2	TRUE	TRUE	24
RPS6	1	2.4917631285962	1.06488338942131	1049825249.5	0.723268289066084	0	0	87.7283857600301	64.0502699302132	0.2	TRUE	TRUE	25
RPS3A	1	2.47994364896588	1.08818572309976	1048449370.5	0.722320388783855	0	0	85.9860614051611	62.1000424280552	0.2	TRUE	TRUE	26
RPS3	1	2.80709053066179	1.14168880282102	1048070752.5	0.722059543092442	0	0	88.7266905255227	68.5608111073723	0.2	TRUE	TRUE	27
BTG1	1	2.65387195281824	1.17659490326466	1047857109	0.721912355197324	0	0	85.5810887172726	67.4986466913432	0.2	TRUE	TRUE	28
RPS11	1	2.75021904754682	1.00715595116618	1045368849	0.720198089367074	0	0	89.3294405726125	72.3310558733596	0.2	TRUE	TRUE	29
MT-CO1	1	4.56445287946067	1.29414557873096	1044715406	0.719747905299928	0	0	96.6236579393483	89.2291261283668	0.2	TRUE	TRUE	30
RPL27A	1	2.3659906313384	0.980572578463813	1042291665.5	0.71807808963736	0	0	86.796006780938	64.5930564293134	0.2	TRUE	TRUE	31
RPS23	1	2.44825758373396	1.08421220949143	1041830957	0.717760688385378	0	0	84.7758523262385	60.931076355869	0.2	TRUE	TRUE	32
RPS18	1	2.96892691432438	1.15594789885737	1040560705.5	0.7168855592822	0	0	89.5978527029572	69.3742593378298	0.2	TRUE	TRUE	33
TRBC1	1	1.10355347658847	0.949498489619739	1039187078.5	0.715939210496459	0	0	53.2068186099077	13.4394522391772	0.2	TRUE	TRUE	34
TRAC	1	1.11632483338746	0.970031714413623	1039176057.5	0.715931617671064	0	0	52.2226407986438	12.6713581366769	0.2	TRUE	TRUE	35
RPS14	1	2.79183296874907	1.10396339663554	1039085767	0.715869412789361	0	0	87.9167451497457	69.1123758247868	0.2	TRUE	TRUE	36
RPL31	1	2.41253354757206	1.03471073019701	1038152712.5	0.715226592727507	0	0	86.0943680542475	63.4987052127987	0.2	TRUE	TRUE	37
CD52	1	1.28416566281643	0.95739169861092	1035933807.5	0.713697896762426	0	0	59.8606140516105	22.4780910301239	0.2	TRUE	TRUE	38
CD3E	1	0.99108960965132	0.863838540524127	1033571930.5	0.712070701438644	0	0	51.3090977585233	12.5952802446197	0.2	TRUE	TRUE	39
RPSA	1	2.01512087974607	0.979943290235126	1033196759.5	0.711812230528932	0	0	79.5064983989452	54.7658410264663	0.2	TRUE	TRUE	40
RPL19	1	2.46517806986613	1.04990387096683	1032858583.5	0.711579247013781	0	0	84.540403089094	61.8366958786265	0.2	TRUE	TRUE	41
RPS16	1	2.47350293143923	0.983320271135054	1031765384.5	0.710826096743566	0	0	85.8683367865888	66.6764202425715	0.2	TRUE	TRUE	42
ZFP36L2	1	2.02585360843503	1.11354731526653	1031756387.5	0.710819898335974	0	0	76.2620079110944	51.8485464733508	0.2	TRUE	TRUE	43
RPL21	1	1.94893166365144	0.815665849474414	1030280141.5	0.709802851051991	0	0	86.0048973441326	63.7766821260845	0.2	TRUE	TRUE	44
RPL3	1	2.41565196557914	1.02104871563418	1029643788	0.709364440652351	0	0	85.0301375023545	61.3933958537549	0.2	TRUE	TRUE	45
RPL9	1	2.05831132639393	0.894280436652716	1028999214.5	0.708920367152743	0	0	84.1354304012055	61.5689602200407	0.2	TRUE	TRUE	46
CCL5	1	1.84538804216292	1.32547822075477	1027403407	0.707820948977429	0	0	67.5833490299492	46.6357478310486	0.2	TRUE	TRUE	47
RPL41P2	1	1.28706696751892	0.578790943440395	1026870214.5	0.707453610482378	0	0	83.4997174609154	59.1534871472254	0.2	TRUE	TRUE	48
EEF1A1P5	1	1.08846480960473	0.530775430531044	1025817301.5	0.706728214913536	0	0	80.6931625541533	51.4915655952364	0.2	TRUE	TRUE	49
RPS17	1	2.06661233542463	0.913835015009591	1025773832	0.706698266966574	0	0	83.6598229421737	59.4358531696683	0.2	TRUE	TRUE	50
HLA-DRA	2	3.5888033431052	2.7367635189203	735137523	0.904001083368662	0	0	94.809756097561	48.1944111826764	0.2	TRUE	TRUE	1
CTSB	2	2.79675586096504	2.23071347066517	716162127	0.88066697511726	0	0	90.1951219512195	42.2299809672662	0.2	TRUE	TRUE	2
CD74	2	3.90779224170269	2.3992612255162	712750595	0.876471802748203	0	0	96.5951219512195	67.177987572003	0.2	TRUE	TRUE	3
HLA-DRB1	2	2.78815213765445	2.17118402264025	705212441.5	0.867202110047998	0	0	89.5414634146342	39.7910180621904	0.2	TRUE	TRUE	4
AL662796.1	2	1.36231912990344	1.14722714764001	691989227.5	0.850941479339293	0	0	83.219512195122	21.812017091647	0.2	TRUE	TRUE	5
HLA-DRB3	2	2.26598500588373	1.82099843474396	691109768	0.849860005035635	0	0	85.4439024390244	31.5477015768179	0.2	TRUE	TRUE	6
HLA-DPA1	2	2.26054178824854	1.84465650795119	685850539.5	0.843392714069067	0	0	83.2390243902439	31.2010789417296	0.2	TRUE	TRUE	7
PSAP	2	2.79135089821797	1.80499516290184	679641512	0.835757452079229	0	0	90.4585365853659	57.6691833570717	0.2	TRUE	TRUE	8
HLA-DPB1	2	2.10485248860976	1.66424832153334	667933174.5	0.821359670095182	0	0	81.209756097561	32.4098466037284	0.2	TRUE	TRUE	9
HLA-DQB1	2	1.71570846380364	1.42926589832031	658803657.5	0.81013307234929	0	0	75.7365853658537	23.2590090373974	0.2	TRUE	TRUE	10
IFI30	2	1.88918911669208	1.42165290420449	657324003	0.808313536236438	0	0	81.2780487804878	33.0375486847247	0.2	TRUE	TRUE	11
CST3	2	2.00997830181977	1.55279595880186	656069329.5	0.806770660015611	0	0	79.7268292682927	31.1317544147119	0.2	TRUE	TRUE	12
AC007192.1	2	1.52810677611795	1.19743182478077	655418636.5	0.805970500646055	0	0	78.2341463414634	27.688216090853	0.2	TRUE	TRUE	13
LYZ	2	2.51958344855093	1.75454487172022	648670711.5	0.797672554588838	0	0	85.1317073170732	45.7718340748957	0.2	TRUE	TRUE	14
HLA-DQA1	2	2.0291202099424	1.47222630534936	647835012	0.79664489210429	0	0	83.1707317073171	45.4226905479159	0.2	TRUE	TRUE	15
FCER1G	2	1.94821061895857	1.42311080201043	643726985	0.791593237492303	0	0	79.8439024390244	30.1838990634887	0.2	TRUE	TRUE	16
CTSL	2	1.32632098798948	1.21415558481758	639047163	0.785838444646594	0	0	64.9658536585366	13.3481225657638	0.2	TRUE	TRUE	17
NPC2	2	1.46934537997471	1.13077178653459	636037099.5	0.782136959441616	0	0	74.5463414634146	27.6617467259917	0.2	TRUE	TRUE	18
GPX1	2	1.58220389562144	1.14875946096703	624149283	0.76751847152791	0	0	74.8487804878049	31.5754313876249	0.2	TRUE	TRUE	19
CD68	2	0.708631921127506	0.631165819235867	623174992	0.766320382609904	0	0	61.1414634146342	10.2600299986135	0.2	TRUE	TRUE	20
FTL	2	4.22742419815757	1.35771037202241	623146218	0.766284999125374	0	0	98.790243902439	90.5655620958695	0.2	TRUE	TRUE	21
ANXA5	2	1.39867650154191	1.02357814292606	620924352.5	0.763552763650707	0	0	73.2487804878049	29.1087386717421	0.2	TRUE	TRUE	22
CYBB	2	1.0543328316438	0.921808827318834	619949736.5	0.762354275079108	0	0	61.1414634146342	10.9116805525795	0.2	TRUE	TRUE	23
AIF1	2	1.2620442249007	0.960273721116048	619623658	0.76195329525147	0	0	69.3560975609756	19.3163341190113	0.2	TRUE	TRUE	24
MS4A7	2	1.0038366316315	0.949840516936033	618759232	0.760890307693301	0	0	57.1512195121951	7.82736932326657	0.2	TRUE	TRUE	25
C1QB	2	1.5249870548457	1.42904238354583	613518193.5	0.754445385030882	0	0	58.9658536585366	13.419967984673	0.2	TRUE	TRUE	26
HLA-DMA	2	1.45899936184027	1.16552210831401	612407680	0.753079782846683	0	0	65.8829268292683	21.7968917402977	0.2	TRUE	TRUE	27
MS4A6A	2	1.00804975512883	0.940327049938351	611425559	0.751872065351355	0	0	55.7073170731707	7.64460466112911	0.2	TRUE	TRUE	28
TYROBP	2	2.02665686706692	1.20358320645418	611133053.5	0.75151237035468	0	0	84.4390243902439	41.1510392376823	0.2	TRUE	TRUE	29
TGFBI	2	0.915006006242409	0.843689694738048	610737184	0.751025568299723	0	0	55.6487804878049	7.19714635037876	0.2	TRUE	TRUE	30
C1QA	2	1.40615188033584	1.33526472672515	609444931	0.749436480441414	0	0	56.1268292682927	10.2991038229326	0.2	TRUE	TRUE	31
C1QC	2	1.34217822085436	1.27033024412226	608750595.5	0.748582653742894	0	0	56.5658536585366	11.2053644579452	0.2	TRUE	TRUE	32
CTSZ	2	0.996230950882843	0.821154896144905	607954047	0.747603135374661	0	0	63.2	18.7024969434186	0.2	TRUE	TRUE	33
CTSS	2	2.00871811082597	1.13228640356618	603309323	0.741891502657543	0	0	83.4536585365854	51.9757490200033	0.2	TRUE	TRUE	34
HLA-DMB	2	1.11688361667624	0.9834753166978	600237714.5	0.738114335359167	0	0	56.3219512195122	11.9137350794711	0.2	TRUE	TRUE	35
AC016876.3	2	0.746058327258497	0.47041323352704	598201489	0.735610382016572	0	0	75.0634146341464	36.1596732924109	0.2	TRUE	TRUE	36
GPR183	2	1.36396342590183	1.04098829466107	596343679	0.733325826814112	0	0	64.7219512195122	24.9807781993269	0.2	TRUE	TRUE	37
TMSB10	2	2.53646087394397	1.08658004242437	596289702	0.733259451115756	0	0	92.4682926829268	67.8485448151556	0.2	TRUE	TRUE	38
CD86	2	0.753557612433283	0.708282763811491	595966099.5	0.732861516033641	0	0	50.6146341463415	5.25353870199277	0.2	TRUE	TRUE	39
GRN	2	1.20863549185642	0.889502060974479	594750782	0.731367036018319	0	0	65.0926829268293	23.5829436454618	0.2	TRUE	TRUE	40
CXCL2	2	1.52399511492241	1.23678976765998	594246483.5	0.730746898457552	0	0	61.4243902439024	21.5448025511426	0.2	TRUE	TRUE	41
CTSD	2	1.64552673474581	1.05672910866209	594103023.5	0.730570485213278	0	0	76.3707317073171	40.658204872884	0.2	TRUE	TRUE	42
CCL3	2	1.41731459562088	1.1741956067348	592891638	0.729080840391574	0	0	60.1658536585366	19.3919608757578	0.2	TRUE	TRUE	43
CD14	2	1.35046781926511	0.967482813816807	592284890.5	0.728334720951102	0	0	64.8	21.0242383755373	0.2	TRUE	TRUE	44
CPVL	2	0.695083939183036	0.666600690907613	590326206	0.725926120036879	0	0	48.0487804878049	3.85948548596493	0.2	TRUE	TRUE	45
CD83	2	1.25276423911957	0.877549972870306	589460942.5	0.724862102602145	0	0	65.7268292682927	24.1942599291629	0.2	TRUE	TRUE	46
ITGB2	2	1.29468906034114	0.828137439807349	589193334.5	0.724533024144918	0	0	71.190243902439	30.704463239094	0.2	TRUE	TRUE	47
TIMP1	2	1.72511640548437	1.27832043064885	588868289	0.724133314600852	0	0	66.7219512195122	32.5144636172278	0.2	TRUE	TRUE	48
CTSH	2	0.959478489509474	0.734633412803455	588459169.5	0.723630218976352	0	0	61.0731707317073	20.3549415783304	0.2	TRUE	TRUE	49
LGALS1	2	1.39524592926164	0.896095659211831	584604183	0.718889729117869	0	0	70.1365853658537	32.6468104415342	0.2	TRUE	TRUE	50
AGR2	3	2.31176765933034	2.21151751078309	492843979.5	0.866121360295141	0	0	78.1831395348837	14.6396314701295	0.2	TRUE	TRUE	1
KRT8	3	1.65290185229352	1.52955756177107	475622126	0.835855767530152	0	0	75.0872093023256	18.750528975782	0.2	TRUE	TRUE	2
KRT18	3	1.53660346324541	1.43904212693229	462445388.5	0.81269903987908	0	0	69.0406976744186	13.5369436686133	0.2	TRUE	TRUE	3
SPINK1	3	1.55271422971229	1.47937840373543	460701720	0.809634726230254	0	0	67.4127906976744	11.0861233027434	0.2	TRUE	TRUE	4
LYZ	3	2.68864348026397	1.8661770774994	436274508.5	0.766706476048398	0	0	80.5668604651163	47.7553290531636	0.2	TRUE	TRUE	5
EPCAM	3	1.03747634549976	1.00315790220264	430918313.5	0.757293527747574	0	0	55.0436046511628	6.15304629596044	0.2	TRUE	TRUE	6
CD24	3	1.26942731145055	1.12678913693001	427579716.5	0.751426295326371	0	0	59.3895348837209	13.530898231105	0.2	TRUE	TRUE	7
KRT19	3	1.2237955174932	1.07563340888905	425414052	0.74762036817558	0	0	58.3720930232558	11.4536859032488	0.2	TRUE	TRUE	8
FXYD3	3	1.0822088342313	0.948392479076803	419921404	0.737967618106057	0	0	56.0610465116279	10.7427424522713	0.2	TRUE	TRUE	9
TSPAN8	3	0.94062800057086	0.915323424527423	419363984.5	0.73698801207316	0	0	50.5668604651163	5.23776705720193	0.2	TRUE	TRUE	10
PGC	3	1.89371447610073	1.76544899580323	413689543.5	0.727015779962665	0	0	52.9651162790698	11.9590844789437	0.2	TRUE	TRUE	11
PIGR	3	1.09712821010358	1.04640854271295	412768386	0.725396942723838	0	0	50.3924418604651	8.71268453697994	0.2	TRUE	TRUE	12
MUC1	3	0.962830665065858	0.920189909924787	412074921	0.724178251060553	0	0	49.171511627907	6.66932665917032	0.2	TRUE	TRUE	13
CST3	3	1.54143590996474	0.982007154465121	407902727	0.716846059752542	0	0	70.6976744186047	33.8629136590615	0.2	TRUE	TRUE	14
S100P	3	1.35066117953237	1.07640513634621	405838369	0.713218168100279	0	0	58.4302325581395	20.7177143409869	0.2	TRUE	TRUE	15
CLDN4	3	1.1811878584965	0.970512459600416	405485040	0.712597229614996	0	0	54.9854651162791	16.0699819845962	0.2	TRUE	TRUE	16
ELF3	3	0.836892298807214	0.763079510877802	404719308.5	0.711251537193078	0	0	49.5203488372093	10.5795156395468	0.2	TRUE	TRUE	17
CYSTM1	3	1.31360765731638	0.99926818428532	401959032.5	0.706400642988516	0	0	59.4912790697675	24.3812494710242	0.2	TRUE	TRUE	18
MT-CO3	3	4.21697967830148	1.00301790236031	401626724.5	0.705816646695634	0	0	97.5872093023256	91.5617783258975	0.2	TRUE	TRUE	19
GOLM1	3	0.824098063662014	0.785131558221931	400846398.5	0.704445305977869	0	0	44.8546511627907	5.48562999504274	0.2	TRUE	TRUE	20
S100A6	3	2.34931849006689	1.16953783353063	400027090.5	0.703005458502852	0	0	83.2558139534884	60.2246484578089	0.2	TRUE	TRUE	21
MT-ND3	3	2.97291033281862	0.902044325418271	399558057.5	0.702181182429934	0	0	93.6337209302326	83.1332293518082	0.2	TRUE	TRUE	22
LGALS4	3	0.764191903904434	0.730948681845617	398613378.5	0.700521008633447	0	0	44.3313953488372	6.12161002091721	0.2	TRUE	TRUE	23
GPX2	3	0.846755353009621	0.793811278983781	397999239.5	0.699441724056146	0	0	45.5087209302326	7.91710496088602	0.2	TRUE	TRUE	24
MT-CO2	3	4.26211143344771	0.94128344369687	396355076.5	0.696552280838128	0	0	97.7470930232558	92.4879393521709	0.2	TRUE	TRUE	25
GSTP1	3	1.48123507414509	0.926739805909213	396075868.5	0.696061602199808	0	0	66.9331395348837	35.6801721740602	0.2	TRUE	TRUE	26
TFF2	3	1.36192337024287	1.31352058441856	393726554	0.691932929526226	0	0	42.3691860465116	5.72140205786693	0.2	TRUE	TRUE	27
SMIM22	3	0.554205558923595	0.538416575723404	393658629	0.691813558496356	0	0	40.6831395348837	3.19682735439564	0.2	TRUE	TRUE	28
TFF1	3	0.871383799332332	0.84282960934891	393161571	0.690940031439087	0	0	41.875	5.04431305693593	0.2	TRUE	TRUE	29
MTCO1P12	3	2.4446990084141	0.778505407126259	392052887	0.688991636137207	0	0	93.8517441860465	76.4892935301728	0.2	TRUE	TRUE	30
RPL8	3	2.28701175543169	0.899659696529851	391520526	0.688056067777509	0	0	84.1569767441861	64.1179102131621	0.2	TRUE	TRUE	31
LCN2	3	1.09257637697494	1.00100274004878	390520390	0.68629843414733	0	0	46.2645348837209	13.1790537681212	0.2	TRUE	TRUE	32
IFI27	3	1.03065382137892	0.74414024420799	390000068.5	0.685384023940214	0	0	52.3255813953488	16.2670632473672	0.2	TRUE	TRUE	33
RPS3	3	2.82590250794857	0.963895195942421	389471288.5	0.684454748810666	0	0	89.4186046511628	72.0035788990049	0.2	TRUE	TRUE	34
RPL37A	3	2.31963860451943	0.827183910754843	389056491.5	0.683725786792603	0	0	88.2122093023256	69.4717496705237	0.2	TRUE	TRUE	35
RPL36	3	1.84169294460427	0.784306208996145	388938901	0.68351913388001	0	0	80.625	60.2863119203937	0.2	TRUE	TRUE	36
RPS21	3	1.83419434728412	0.773929435903795	387106694.5	0.680299224025918	0	0	80.9593023255814	61.2995272467868	0.2	TRUE	TRUE	37
REG1A	3	0.930761307552402	0.845419294204878	386910849	0.679955046196984	0	0	44.9127906976744	11.8659847413157	0.2	TRUE	TRUE	38
ATP1B1	3	0.851787954293268	0.681683631635765	386377630.5	0.679017970871395	0	0	50.1598837209302	18.7033745632171	0.2	TRUE	TRUE	39
RPL13	3	3.12387963057822	0.991159815847929	385842738	0.678077953667205	0	0	90.8575581395349	73.0651577254646	0.2	TRUE	TRUE	40
