dataset_id	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene	marker_rank
GSE245552	0	7.87195407350241	0.279	0.005	0	10	AC005050.3	21
GSE245552	0	7.83710693780201	0.639	0.014	0	10	FPR1	22
GSE245552	0	7.76950041869847	0.143	0.003	0	10	AC099489.1	23
GSE245552	0	7.73117763879612	0.156	0.002	0	10	GLT1D1	24
GSE245552	0	7.70555886359235	0.262	0.003	0	10	ADGRG3	25
GSE245552	0	7.66115487655644	0.264	0.008	0	10	DGAT2	26
GSE245552	0	7.64038090297624	0.346	0.008	0	10	CLEC4A	27
GSE245552	0	7.60295508800283	0.743	0.015	0	10	SMIM25	28
GSE245552	0	7.57513259813891	0.31	0.004	0	10	MCEMP1	29
GSE245552	0	7.50321553097481	0.208	0.003	0	10	AL034397.3	30
GSE245552	0	7.50081356421439	0.48	0.013	0	10	OSM	31
GSE245552	0	7.49273672075536	0.446	0.007	0	10	AQP9	32
GSE245552	0	7.42833965405967	0.218	0.004	0	10	P2RY13	33
GSE245552	0	7.39848446072878	0.438	0.008	0	10	LILRB3	34
GSE245552	0	7.3685208950447	0.133	0.002	0	10	APOBEC3A	35
GSE245552	0	7.3325345039675	0.415	0.013	0	10	LRG1	36
GSE245552	0	7.28909197638496	0.72	0.024	0	10	TREM1	37
GSE245552	0	7.28818410010524	0.161	0.003	0	10	S100A12	38
GSE245552	0	7.20244220335744	0.13	0.003	0	10	FCAR	39
GSE245552	0	7.19779069735311	0.415	0.02	0	10	MNDA	40
GSE245552	0	7.18583043702702	0.13	0.003	0	10	ANKRD22	41
GSE245552	0	7.11197372137415	0.631	0.021	0	10	NCF2	42
GSE245552	0	7.09751784834204	0.177	0.004	0	10	SIRPB1	43
GSE245552	0	7.07296141359906	0.439	0.012	0	10	LUCAT1	44
GSE245552	0	6.9671515230815	0.23	0.01	0	10	MMP25	45
GSE245552	0	6.86361748665222	0.949	0.145	0	10	G0S2	46
GSE245552	1.64606936942534e-237	6.74784593526575	0.116	0.005	4.92536876719451e-233	10	FAM157C	47
GSE245552	0	6.67202730293886	0.185	0.005	0	10	LILRA2	48
GSE245552	0	6.66359991381217	0.157	0.003	0	10	MIR3945HG	49
GSE245552	0	6.60631648753254	0.356	0.021	0	10	TNFRSF10C	50
GSE245552	0	24.2992004704595	1	0	0	15	MT-CO1	1
GSE245552	0	23.9850874857405	1	0	0	15	MT-CO2	2
GSE245552	0	23.1843258535436	0.99	0	0	15	MT-CO3	3
GSE245552	0	22.8089806781825	0.981	0	0	15	MT-ATP6	4
GSE245552	0	22.789662571461	0.981	0	0	15	MT-CYB	5
GSE245552	0	22.046188241068	0.99	0	0	15	MT-ND4L	6
GSE245552	0	21.9267158105511	1	0	0	15	MT-ND1	7
GSE245552	0	21.8787529914126	0.981	0	0	15	MT-ND4	8
GSE245552	0	21.7893830425746	0.981	0	0	15	MT-ND3	9
GSE245552	0	21.138995656824	0.971	0	0	15	MT-ND2	10
GSE245552	0	21.1236384258617	0.952	0	0	15	MT-ATP8	11
GSE245552	0	20.9183227596624	0.981	0	0	15	MT-ND5	12
GSE245552	0	18.9874686275591	0.654	0	0	15	RPS18	13
GSE245552	0	18.9163677056953	0.779	0	0	15	MT-ND6	14
GSE245552	0	18.8864591291019	0.606	0	0	15	RPL13	15
GSE245552	0	18.737692844464	0.567	0	0	15	RPS12	16
GSE245552	0	18.7257292980428	0.548	0	0	15	RPLP1	17
GSE245552	0	18.5800796075171	0.577	0	0	15	RPS8	18
GSE245552	0	18.4747737181976	0.577	0	0	15	RPL28	19
GSE245552	0	18.3670464842438	0.596	0	0	15	RPS15	20
GSE245552	0	18.3074851400585	0.654	0	0	15	RPL12	21
GSE245552	0	18.2152269229661	0.606	0	0	15	RPL10	22
GSE245552	0	18.2011616011694	0.462	0	0	15	RPL32	23
GSE245552	0	18.1632019486208	0.519	0	0	15	RPS19	24
GSE245552	0	18.1460384572884	0.558	0	0	15	RPS2	25
GSE245552	0	17.9712795983302	0.471	0	0	15	RPL36	26
GSE245552	0	17.9114833403543	0.471	0	0	15	RPL18A	27
GSE245552	0	17.9028519703244	0.481	0	0	15	RPL8	28
GSE245552	0	17.8509538206295	0.413	0	0	15	RPL34	29
GSE245552	0	17.7825326096793	0.442	0	0	15	RPS14	30
GSE245552	0	17.768356420911	0.481	0	0	15	RPL29	31
GSE245552	0	17.7382452258173	0.433	0	0	15	RPL19	32
GSE245552	0	17.7148316867203	0.404	0	0	15	RPL26	33
GSE245552	0	17.6878977262774	0.5	0	0	15	RPL11	34
GSE245552	0	17.6716313958503	0.423	0	0	15	RPS15A	35
GSE245552	0	17.6631450741093	0.462	0	0	15	RPLP0	36
GSE245552	0	17.6494598930668	0.413	0	0	15	RPS3	37
GSE245552	0	17.6202983787769	0.404	0	0	15	RPS23	38
GSE245552	0	17.6087129442706	0.404	0	0	15	RPS6	39
GSE245552	0	17.5831226712607	0.433	0	0	15	RPS28	40
GSE245552	0	17.5484346406727	0.423	0	0	15	RPS24	41
GSE245552	0	17.5396908371795	0.356	0	0	15	RPL30	42
GSE245552	0	17.5394951930825	0.413	0	0	15	RPLP2	43
GSE245552	0	17.4811243839202	0.394	0	0	15	RPL18	44
GSE245552	0	17.4598636724684	0.413	0	0	15	RPS9	45
GSE245552	0	17.4367335560952	0.413	0	0	15	RPS26	46
GSE245552	0	17.4359881821856	0.413	0	0	15	RPL7A	47
GSE245552	0	17.4325322798992	0.375	0	0	15	RPS3A	48
GSE245552	0	17.377740212742	0.394	0	0	15	RPL3	49
GSE245552	0	17.360659809695	0.385	0	0	15	RPL37	50
