compartment_sheet	cluster	rank	gene	gene_source	avg_log2FC	pvalue	p_val_adj	pct_exp_in_cluster	pct_exp_in_other_cluster	source_title	source_file	source_sha256
B cell markers	Bfoc	19	LCP1	"LCP1"	1.5846280412091	0	0	0.778	0.251	Supplementary Table 2. Marker genes for B cell clusters, related to Figure S2 and Figures 4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
B cell markers	Bfoc	20	METAP2	"METAP2"	1.5729308763652	0	0	0.581	0.133	Supplementary Table 2. Marker genes for B cell clusters, related to Figure S2 and Figures 4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
B cell markers	Bfoc	21	ACTB	"ACTB"	1.57017864573291	0	0	0.998	0.929	Supplementary Table 2. Marker genes for B cell clusters, related to Figure S2 and Figures 4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
B cell markers	Bfoc	22	ARPC2	"ARPC2"	1.56078737063403	0	0	0.927	0.643	Supplementary Table 2. Marker genes for B cell clusters, related to Figure S2 and Figures 4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
B cell markers	Bfoc	23	PFN1	"PFN1"	1.55143923844636	0	0	0.942	0.711	Supplementary Table 2. Marker genes for B cell clusters, related to Figure S2 and Figures 4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
B cell markers	Bfoc	24	BCL6	"BCL6"	1.54696195826631	0	0	0.47	0.028	Supplementary Table 2. Marker genes for B cell clusters, related to Figure S2 and Figures 4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
B cell markers	Bfoc	25	PRDX6	"PRDX6"	1.54259107029874	0	0	0.669	0.247	Supplementary Table 2. Marker genes for B cell clusters, related to Figure S2 and Figures 4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
B cell markers	Bfoc	26	PARP1	"PARP1"	1.54136166531953	0	0	0.735	0.278	Supplementary Table 2. Marker genes for B cell clusters, related to Figure S2 and Figures 4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
B cell markers	Bfoc	27	ACTR3	"ACTR3"	1.54121369646853	0	0	0.849	0.417	Supplementary Table 2. Marker genes for B cell clusters, related to Figure S2 and Figures 4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
B cell markers	Bfoc	28	SYNE2	"SYNE2"	1.53458330292025	0	0	0.547	0.143	Supplementary Table 2. Marker genes for B cell clusters, related to Figure S2 and Figures 4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
B cell markers	Bfoc	29	EZR	"EZR"	1.52210212853444	0	0	0.784	0.358	Supplementary Table 2. Marker genes for B cell clusters, related to Figure S2 and Figures 4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
B cell markers	Bfoc	30	ANP32B	"ANP32B"	1.50681468641346	0	0	0.777	0.385	Supplementary Table 2. Marker genes for B cell clusters, related to Figure S2 and Figures 4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
B cell markers	Bfoc	31	RFTN1	"RFTN1"	1.49470900675619	0	0	0.543	0.057	Supplementary Table 2. Marker genes for B cell clusters, related to Figure S2 and Figures 4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
B cell markers	Bfoc	32	UCP2	"UCP2"	1.49211668779131	0	0	0.714	0.24	Supplementary Table 2. Marker genes for B cell clusters, related to Figure S2 and Figures 4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
B cell markers	Bfoc	33	H3F3A	"H3F3A"	1.49116802739158	0	0	0.981	0.881	Supplementary Table 2. Marker genes for B cell clusters, related to Figure S2 and Figures 4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
B cell markers	Bfoc	34	STMN1	"STMN1"	1.4848963066377	0	0	0.386	0.086	Supplementary Table 2. Marker genes for B cell clusters, related to Figure S2 and Figures 4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
B cell markers	Bfoc	35	TCL1A	"TCL1A"	1.48406936992526	0	0	0.804	0.228	Supplementary Table 2. Marker genes for B cell clusters, related to Figure S2 and Figures 4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
B cell markers	Bfoc	36	HMGN2	"HMGN2"	1.48237693759617	2.35757015087203e-254	5.90241262972323e-250	0.786	0.467	Supplementary Table 2. Marker genes for B cell clusters, related to Figure S2 and Figures 4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
B cell markers	Bfoc	37	CD22	"CD22"	1.47535336420273	0	0	0.74	0.258	Supplementary Table 2. Marker genes for B cell clusters, related to Figure S2 and Figures 4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
B cell markers	Bfoc	38	GMDS	"GMDS"	1.44986000995411	0	0	0.369	0.064	Supplementary Table 2. Marker genes for B cell clusters, related to Figure S2 and Figures 4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
B cell markers	Bfoc	39	LIMD2	"LIMD2"	1.44239169404561	0	0	0.902	0.517	Supplementary Table 2. Marker genes for B cell clusters, related to Figure S2 and Figures 4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
B cell markers	Bfoc	40	PRDX1	"PRDX1"	1.43844253035939	0	0	0.813	0.502	Supplementary Table 2. Marker genes for B cell clusters, related to Figure S2 and Figures 4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
B cell markers	Bfoc	41	CFL1	"CFL1"	1.43555461699768	0	0	0.932	0.694	Supplementary Table 2. Marker genes for B cell clusters, related to Figure S2 and Figures 4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
B cell markers	Bfoc	42	BCL7A	"BCL7A"	1.42546236728273	0	0	0.5	0.047	Supplementary Table 2. Marker genes for B cell clusters, related to Figure S2 and Figures 4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
B cell markers	Bfoc	43	SMIM14	"SMIM14"	1.38818557602095	3.40477329522056e-272	8.5241904219142e-268	0.756	0.417	Supplementary Table 2. Marker genes for B cell clusters, related to Figure S2 and Figures 4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
B cell markers	Bfoc	44	SORL1	"SORL1"	1.37024263911566	0	0	0.503	0.058	Supplementary Table 2. Marker genes for B cell clusters, related to Figure S2 and Figures 4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
B cell markers	Bfoc	45	GCHFR	"GCHFR"	1.36674968684544	0	0	0.444	0.045	Supplementary Table 2. Marker genes for B cell clusters, related to Figure S2 and Figures 4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
B cell markers	Bfoc	46	DAAM1	"DAAM1"	1.3620306722438	0	0	0.507	0.103	Supplementary Table 2. Marker genes for B cell clusters, related to Figure S2 and Figures 4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
B cell markers	Bfoc	47	CORO1A	"CORO1A"	1.33938957526408	0	0	0.923	0.548	Supplementary Table 2. Marker genes for B cell clusters, related to Figure S2 and Figures 4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
B cell markers	Bfoc	48	ARPC5	"ARPC5"	1.32296320149103	0	0	0.75	0.341	Supplementary Table 2. Marker genes for B cell clusters, related to Figure S2 and Figures 4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
B cell markers	Bfoc	49	MYBL1	"MYBL1"	1.32055703635916	0	0	0.347	0.004	Supplementary Table 2. Marker genes for B cell clusters, related to Figure S2 and Figures 4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
B cell markers	Bfoc	50	KLHL6	"KLHL6"	1.31885094196316	0	0	0.505	0.145	Supplementary Table 2. Marker genes for B cell clusters, related to Figure S2 and Figures 4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
B cell markers	Bgc	1	NR4A2	"NR4A2"	2.41958850832527	0	0	0.53	0.056	Supplementary Table 2. Marker genes for B cell clusters, related to Figure S2 and Figures 4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
B cell markers	Bgc	2	CD69	"CD69"	2.35798837420691	0	0	0.702	0.212	Supplementary Table 2. Marker genes for B cell clusters, related to Figure S2 and Figures 4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
B cell markers	Bgc	3	DUSP1	"DUSP1"	2.06322687936994	0	0	0.922	0.447	Supplementary Table 2. Marker genes for B cell clusters, related to Figure S2 and Figures 4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
B cell markers	Bgc	4	KLF2	"KLF2"	1.98756812456736	0	0	0.783	0.36	Supplementary Table 2. Marker genes for B cell clusters, related to Figure S2 and Figures 4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
B cell markers	Bgc	5	JUNB	"JUNB"	1.96493875722179	0	0	0.875	0.503	Supplementary Table 2. Marker genes for B cell clusters, related to Figure S2 and Figures 4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
B cell markers	Bgc	6	NR4A1	"NR4A1"	1.82040290203627	0	0	0.434	0.093	Supplementary Table 2. Marker genes for B cell clusters, related to Figure S2 and Figures 4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
B cell markers	Bgc	7	FOS	"FOS"	1.74923612520064	0	0	0.75	0.379	Supplementary Table 2. Marker genes for B cell clusters, related to Figure S2 and Figures 4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
B cell markers	Bgc	8	KLF6	"KLF6"	1.7237384341788	3.81312193392408e-298	9.54653207377232e-294	0.629	0.274	Supplementary Table 2. Marker genes for B cell clusters, related to Figure S2 and Figures 4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
B cell markers	Bgc	9	NFKBID	"NFKBID"	1.62956910838274	0	0	0.417	0.078	Supplementary Table 2. Marker genes for B cell clusters, related to Figure S2 and Figures 4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
B cell markers	Bgc	10	CD83	"CD83"	1.59529920666288	1.73233482750961e-281	4.33707347415305e-277	0.539	0.196	Supplementary Table 2. Marker genes for B cell clusters, related to Figure S2 and Figures 4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
B cell markers	Bgc	11	FOSB	"FOSB"	1.57470477495583	0	0	0.782	0.362	Supplementary Table 2. Marker genes for B cell clusters, related to Figure S2 and Figures 4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
B cell markers	Bgc	12	DUSP2	"DUSP2"	1.56402743408816	5.9672624159185e-219	1.49396381844936e-214	0.391	0.125	Supplementary Table 2. Marker genes for B cell clusters, related to Figure S2 and Figures 4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
B cell markers	Bgc	13	SLC2A3	"SLC2A3"	1.5513054137035	9.54591306851668e-289	2.38991479583384e-284	0.506	0.171	Supplementary Table 2. Marker genes for B cell clusters, related to Figure S2 and Figures 4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
B cell markers	Bgc	14	JUND	"JUND"	1.54933981275271	0	0	0.956	0.766	Supplementary Table 2. Marker genes for B cell clusters, related to Figure S2 and Figures 4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
B cell markers	Bgc	15	SERTAD1	"SERTAD1"	1.47187769630808	0	0	0.409	0.09	Supplementary Table 2. Marker genes for B cell clusters, related to Figure S2 and Figures 4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
B cell markers	Bgc	16	CXCR4	"CXCR4"	1.32178117008136	1.71391576755282e-301	4.29095951564525e-297	0.858	0.524	Supplementary Table 2. Marker genes for B cell clusters, related to Figure S2 and Figures 4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
B cell markers	Bgc	17	NFKBIA	"NFKBIA"	1.26995909020841	2.04390723986632e-182	5.11712616572933e-178	0.579	0.313	Supplementary Table 2. Marker genes for B cell clusters, related to Figure S2 and Figures 4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
B cell markers	Bgc	18	TSC22D3	"TSC22D3"	1.25796613392592	3.52513433161107e-272	8.82552631262148e-268	0.841	0.565	Supplementary Table 2. Marker genes for B cell clusters, related to Figure S2 and Figures 4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
B cell markers	Bgc	19	TUBA1A	"TUBA1A"	1.1983548380521	5.45318354962157e-238	1.36525903348326e-233	0.345	0.09	Supplementary Table 2. Marker genes for B cell clusters, related to Figure S2 and Figures 4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
B cell markers	Bgc	20	PPP1R15A	"PPP1R15A"	1.18474126504333	8.60343594218304e-220	2.15395622248495e-215	0.645	0.347	Supplementary Table 2. Marker genes for B cell clusters, related to Figure S2 and Figures 4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
B cell markers	Bgc	21	IER5	"IER5"	1.15455673578229	9.85985726821711e-154	2.46851386567084e-149	0.45	0.207	Supplementary Table 2. Marker genes for B cell clusters, related to Figure S2 and Figures 4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
B cell markers	Bgc	22	CD55	"CD55"	1.11596675247531	2.49672614793816e-141	6.25080358397798e-137	0.442	0.215	Supplementary Table 2. Marker genes for B cell clusters, related to Figure S2 and Figures 4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
B cell markers	Bgc	23	FAM53C	"FAM53C"	1.08860428498635	3.06993796197828e-171	7.68589668160883e-167	0.294	0.089	Supplementary Table 2. Marker genes for B cell clusters, related to Figure S2 and Figures 4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
B cell markers	Bgc	24	YPEL5	"YPEL5"	1.01485876463416	1.0847495682392e-71	2.71577901904365e-67	0.382	0.238	Supplementary Table 2. Marker genes for B cell clusters, related to Figure S2 and Figures 4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
B cell markers	Bgc	25	H3F3B	"H3F3B"	1.01453694869301	1.22674774841966e-239	3.07128566294347e-235	0.924	0.839	Supplementary Table 2. Marker genes for B cell clusters, related to Figure S2 and Figures 4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
B cell markers	Bgc	26	LY9	"LY9"	1.01291188553638	4.91054571398305e-83	1.2294042249528e-78	0.288	0.134	Supplementary Table 2. Marker genes for B cell clusters, related to Figure S2 and Figures 4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
B cell markers	Bgc	27	DNAJB1	"DNAJB1"	1.00204650589417	3.77942957835919e-66	9.46217989238006e-62	0.409	0.257	Supplementary Table 2. Marker genes for B cell clusters, related to Figure S2 and Figures 4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
B cell markers	Bgc	28	ZFP36	"ZFP36"	0.974282685729376	7.43631997344988e-93	1.86175706855291e-88	0.545	0.37	Supplementary Table 2. Marker genes for B cell clusters, related to Figure S2 and Figures 4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
B cell markers	Bgc	29	DDX3X	"DDX3X"	0.971715129922611	5.57819703218633e-114	1.39655740897817e-109	0.566	0.374	Supplementary Table 2. Marker genes for B cell clusters, related to Figure S2 and Figures 4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
B cell markers	Bgc	30	BTG1	"BTG1"	0.969341895954082	1.46685122816077e-218	3.6724087348233e-214	0.939	0.793	Supplementary Table 2. Marker genes for B cell clusters, related to Figure S2 and Figures 4.	F:/pan-gi-ici-ccc-20260709/GSE205506/supplement/mmc3.xlsx	28AA8BC71620AE3B667D0243891B631DA3B8EB1576108C88463B2F66979EAC80
